Release,Date from,Date to,Distinct companies for top 1 contributors,Distinct companies for top 2 contributors,Distinct companies for top 3 contributors,Distinct companies for top 4 contributors,Distinct companies for top 5 contributors,Distinct companies for top 10 contributors,Distinct companies for top 15 contributors,Distinct companies for top 20 contributors,Distinct companies for top 25 contributors,Distinct companies for top 30 contributors,Distinct companies for top 50 contributors,Distinct companies for top 100 contributors,Distinct companies for top 200 contributors,Distinct companies for top 500 contributors,Distinct companies for top 1000 contributors
2016,11/8/2016,1/1/2017,0,1,1,1,1,3,5,5,5,5,5,5,5,5,5
2017,1/1/2017,1/1/2018,1,1,1,1,2,3,4,5,5,8,12,24,27,27,27
2018,1/1/2018,4/17/2018,1,1,1,2,2,5,7,7,7,7,7,12,12,12,12
