Release,Date from,Date to,Distinct companies for top 1 committers,Distinct companies for top 2 committers,Distinct companies for top 3 committers,Distinct companies for top 5 committers,Distinct companies for top 10 committers,Distinct companies for top 15 committers,Distinct companies for top 20 committers,Distinct companies for top 25 committers,Distinct companies for top 30 committers,Distinct companies for top 50 committers,Distinct companies for top 100 committers,Distinct companies for top 200 committers,Distinct companies for top 500 committers,Distinct companies for top 1000 committers
2014,2014-01-01,2015-01-01,1,2,2,2,4,4,5,7,8,11,28,59,108,108
2015,2015-01-01,2016-01-01,1,1,2,3,4,5,6,9,10,12,19,42,44,44
2016,2016-01-01,2017-01-01,1,2,3,4,6,8,11,13,15,21,27,39,65,65
2017,2017-01-01,2018-01-01,1,2,3,3,6,10,13,16,18,24,35,52,101,103
2018,2018-01-01,2018-04-12,1,2,3,4,7,11,12,14,15,22,34,63,84,84
