date_from,date_to,release,n_top_contributing_coms 1,n_top_contributing_coms 2,n_top_contributing_coms 3,n_top_contributing_coms 5,n_top_contributing_coms 10,n_top_contributing_coms 15,n_top_contributing_coms 20,n_top_contributing_coms 25,n_top_contributing_coms 30,n_top_contributing_coms 50,n_top_contributing_coms 100,n_top_contributing_coms 200,n_top_contributing_coms 500,n_top_contributing_coms 1000,top_contributions_perc 1,top_contributions_perc 2,top_contributions_perc 3,top_contributions_perc 5,top_contributions_perc 10,top_contributions_perc 15,top_contributions_perc 20,top_contributions_perc 25,top_contributions_perc 30,top_contributions_perc 50,top_contributions_perc 100,top_contributions_perc 200,top_contributions_perc 500,top_contributions_perc 1000
2015-12-17T00:00:00Z,2016-02-12T23:00:00Z,start - v0.0.5,1,2,2,3,6,9,12,13,13,13,13,13,13,13,58.7301587301587302,70.8994708994708995,79.3650793650793651,84.1269841269841270,92.0634920634920635,96.8253968253968254,99.4708994708994709,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-02-12T23:00:00Z,2016-03-21T20:00:00Z,v0.0.5 - v0.1.0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,70.1986754966887417,77.4834437086092715,83.4437086092715232,94.0397350993377483,98.6754966887417219,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-03-21T20:00:00Z,2016-04-14T21:00:00Z,v0.1.0 - v0.2.0,1,1,1,2,4,5,7,7,7,7,7,7,7,7,54.0000000000000000,68.0000000000000000,75.3333333333333333,83.3333333333333333,92.0000000000000000,97.3333333333333333,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-04-14T21:00:00Z,2017-05-30T16:00:00Z,v0.2.0 - v0.2.9,1,1,1,2,6,9,12,13,16,22,33,43,43,43,29.0715372907153729,44.0385591070522577,56.9254185692541857,70.9791983764586504,81.0248604769152714,84.8300355149670218,87.5190258751902588,89.4977168949771689,90.5631659056316591,93.8102486047691527,97.9705733130390665,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-05-30T16:00:00Z,2017-07-13T00:00:00Z,v0.2.9 - v1.0.0-alpha0,1,1,1,2,5,7,10,12,13,15,15,15,15,15,36.6754617414248021,50.9234828496042216,62.9287598944591029,80.7387862796833773,89.7097625329815303,93.9313984168865435,96.5699208443271768,98.1530343007915567,99.2084432717678100,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-07-13T00:00:00Z,2017-08-23T22:00:00Z,v1.0.0-alpha0 - v1.0.0-alpha6,1,1,1,2,5,8,10,10,11,16,16,16,16,16,24.5738636363636364,47.7272727272727273,61.2215909090909091,81.8181818181818182,91.1931818181818182,94.0340909090909091,95.8806818181818182,97.3011363636363636,98.1534090909090909,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-08-23T22:00:00Z,2017-09-06T23:00:00Z,v1.0.0-alpha6 - v1.0.0-beta.0,1,1,1,3,5,7,7,7,7,7,7,7,7,7,32.8125000000000000,53.1250000000000000,68.2291666666666667,83.8541666666666667,97.3958333333333333,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-09-06T23:00:00Z,2017-11-08T19:00:00Z,v1.0.0-beta.0 - v1.0.0-beta.3,1,2,2,3,6,7,11,12,15,20,20,20,20,20,28.7308228730822873,43.6541143654114365,54.9511854951185495,70.1534170153417015,86.7503486750348675,90.9344490934449093,93.4449093444909344,95.3974895397489540,96.7921896792189679,99.7210599721059972,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-11-08T19:00:00Z,2017-12-05T05:00:00Z,v1.0.0-beta.3 - v1.0.0,1,1,2,3,6,8,11,12,12,12,12,12,12,12,22.4343675417661098,43.4367541766109785,55.1312649164677804,76.3723150357995227,93.5560859188544153,97.1360381861575179,99.0453460620525060,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-12-05T05:00:00Z,2018-01-17T19:00:00Z,v1.0.0 - v1.0.1,1,2,3,4,7,10,12,13,14,19,19,19,19,19,28.4037558685446009,44.3661971830985915,55.3990610328638498,70.6572769953051643,84.2723004694835681,89.4366197183098592,92.9577464788732394,95.3051643192488263,96.7136150234741784,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2018-01-17T19:00:00Z,2018-02-13T23:00:00Z,v1.0.1 - v1.0.2,1,2,2,3,5,6,7,8,9,11,11,11,11,11,28.9370078740157480,49.4094488188976378,62.2047244094488189,77.7559055118110236,91.7322834645669291,94.2913385826771654,96.2598425196850394,97.2440944881889764,98.2283464566929134,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2018-02-13T23:00:00Z,2018-04-02T20:00:00Z,v1.0.2 - v1.0.3,1,2,2,3,5,7,7,8,8,11,13,13,13,13,33.7988826815642458,45.1117318435754190,55.0279329608938547,71.7877094972067039,85.7541899441340782,90.2234636871508380,92.4581005586592179,93.9944134078212291,95.3910614525139665,98.4636871508379888,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
