Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
Before joining CNCF,6/1/2014,3/10/2016,75.8%,90.5%,92.2%,93.0%,93.7%,95.3%,96.0%,96.6%,96.9%,97.2%,97.6%,97.7%,97.7%,97.7%,97.7%
Since joining CNCF,3/10/2016,4/13/2018,45.8%,58.9%,65.4%,68.6%,71.5%,80.2%,85.2%,88.1%,89.8%,90.6%,92.1%,92.2%,92.2%,92.2%,92.2%
