date_from,date_to,release,n_top_contributing_coms 1,n_top_contributing_coms 2,n_top_contributing_coms 3,n_top_contributing_coms 5,n_top_contributing_coms 10,n_top_contributing_coms 15,n_top_contributing_coms 20,n_top_contributing_coms 25,n_top_contributing_coms 30,n_top_contributing_coms 50,n_top_contributing_coms 100,n_top_contributing_coms 200,n_top_contributing_coms 500,top_contributions_perc 1,top_contributions_perc 2,top_contributions_perc 3,top_contributions_perc 5,top_contributions_perc 10,top_contributions_perc 15,top_contributions_perc 20,top_contributions_perc 25,top_contributions_perc 30,top_contributions_perc 50,top_contributions_perc 100,top_contributions_perc 200,top_contributions_perc 500
2017-12-01T00:00:00Z,2018-01-01T00:00:00Z,2017-12-01,1,1,2,4,7,9,13,16,16,21,28,60,135,2.4513947590870668,4.6491969568892646,6.7906452521837137,10.2986756832910679,17.9487179487179487,24.3871513102282333,29.1772330233868695,33.1924485770639617,36.6018596787827557,47.2527472527472527,60.2704987320371936,72.2457030149337842,85.1648351648351648
2018-01-01T00:00:00Z,2018-02-01T00:00:00Z,2018-01-01,1,2,3,5,7,8,9,12,15,19,26,46,109,3.5419811868540239,5.9574962257577517,7.9665544071536407,11.1717570549297410,17.9421669957031704,23.2957844617349901,27.5810010451747764,31.2158866566020207,34.4327023574497735,44.5244454767158286,58.5181744280571362,70.9209151085820462,83.5094646382533968
2018-02-01T00:00:00Z,2018-03-01T00:00:00Z,2018-02-01,1,2,3,4,5,7,9,11,13,18,30,47,100,2.6943005181347150,4.4818652849740933,5.9715025906735751,8.6917098445595855,14.3005181347150259,18.6528497409326425,22.2797927461139896,25.5310880829015544,28.2901554404145078,37.4481865284974093,52.2020725388601036,66.5932642487046632,82.4481865284974093
2018-03-01T00:00:00Z,2018-04-01T00:00:00Z,2018-03-01,1,2,3,4,8,10,12,13,14,20,33,46,99,2.6302971261568436,4.5786653677545056,6.3443740867023868,9.6078908913784705,15.5504140282513395,20.2021432050657574,23.9771066731612275,27.0701412566975158,29.8343886994641987,38.6385776911836337,52.3867510959571359,65.8061373599610326,80.7476863127131028
2018-04-01T00:00:00Z,2018-05-01T00:00:00Z,2018-04-01,1,2,3,5,9,11,12,14,15,23,36,51,97,3.1204111600587372,6.0205580029368576,8.8839941262848752,11.5638766519823789,17.4008810572687225,22.4302496328928047,26.8355359765051395,30.6167400881057269,33.6622807017543860,44.1885964912280702,58.6988304093567251,72.8435672514619883,90.0950292397660819
2014-04-01T00:00:00Z,2014-07-01T00:00:00Z,Quarter from 2014-04,1,1,1,2,4,6,7,9,9,18,18,18,18,30.7955517536355860,59.2814371257485030,67.7502138579982891,80.5816937553464500,88.5372112917023097,92.6432848588537211,94.7818648417450813,96.1505560307955518,97.1770744225834046,99.9144568006843456,100.0000000000000000,100.0000000000000000,100.0000000000000000
2014-07-01T00:00:00Z,2014-10-01T00:00:00Z,Quarter from 2014-07,1,1,2,2,2,2,2,2,5,11,26,46,46,18.6525974025974026,32.3863636363636364,41.3311688311688312,53.3766233766233766,64.7889610389610390,72.1428571428571429,77.8571428571428571,82.0292207792207792,85.2759740259740260,92.4837662337662338,97.6136363636363636,100.0000000000000000,100.0000000000000000
2014-10-01T00:00:00Z,2015-01-01T00:00:00Z,Quarter from 2014-10,1,1,1,1,2,2,4,5,6,12,31,58,68,12.1694447925805239,20.6040857250281990,27.8731670635417972,39.6039603960396040,59.3808747963403935,68.6426870535154781,74.3952876300288257,79.0575260057651335,82.4414086978318085,90.3872665747587417,96.4782554204787567,99.2856247650081464,100.0000000000000000
2015-01-01T00:00:00Z,2015-04-01T00:00:00Z,Quarter from 2015-01,1,1,1,1,2,3,3,4,4,6,27,58,81,8.0546519193233572,15.4586857514638907,21.8998048145738452,33.8451528952504880,54.5998698763825634,66.6623292127521145,73.9752765126870527,79.2452830188679245,82.3552374756018217,90.0455432661027977,95.7059206245933637,98.7638256343526350,100.0000000000000000
2015-04-01T00:00:00Z,2015-07-01T00:00:00Z,Quarter from 2015-04,1,1,1,1,1,2,4,5,5,6,24,54,117,4.5647058823529412,9.0541176470588235,13.4964705882352941,21.0352941176470588,37.0729411764705882,49.4776470588235294,59.3882352941176471,67.3317647058823529,73.9294117647058824,85.6094117647058824,92.1505882352941176,96.5176470588235294,100.0000000000000000
