Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
Quarter from 04/2015,4/1/2015,7/1/2015,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
Quarter from 07/2015,7/1/2015,10/1/2015,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks"
Quarter from 10/2015,10/1/2015,1/1/2016,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks"
Quarter from 01/2016,1/1/2016,4/1/2016,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks"
Quarter from 04/2016,4/1/2016,7/1/2016,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks,Pivotal","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch","Red Hat,Weaveworks,Pivotal,Metaswitch"
Quarter from 07/2016,7/1/2016,10/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch"
Quarter from 10/2016,10/1/2016,1/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat"
Quarter from 01/2017,1/1/2017,4/1/2017,Metaswitch,"Metaswitch,Red Hat","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal"
Quarter from 04/2017,4/1/2017,7/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch"
Quarter from 07/2017,7/1/2017,10/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks"
