Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
Quarter from 10/2016,10/1/2016,1/1/2017,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%,44.4%
Quarter from 01/2017,1/1/2017,4/1/2017,56.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%,61.6%
Quarter from 04/2017,4/1/2017,7/1/2017,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%,65.1%
Quarter from 07/2017,7/1/2017,10/1/2017,39.7%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%,41.3%
Quarter from 10/2017,10/1/2017,1/1/2018,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%,56.9%
Quarter from 01/2018,1/1/2018,4/1/2018,50.8%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%,53.9%
