date_from,date_to,release,n_top_contributing_coms 1,n_top_contributing_coms 2,n_top_contributing_coms 3,n_top_contributing_coms 5,n_top_contributing_coms 10,n_top_contributing_coms 15,n_top_contributing_coms 20,n_top_contributing_coms 25,n_top_contributing_coms 30,n_top_contributing_coms 50,n_top_contributing_coms 100,n_top_contributing_coms 200,n_top_contributing_coms 500,n_top_contributing_coms 1000,top_contributions_perc 1,top_contributions_perc 2,top_contributions_perc 3,top_contributions_perc 5,top_contributions_perc 10,top_contributions_perc 15,top_contributions_perc 20,top_contributions_perc 25,top_contributions_perc 30,top_contributions_perc 50,top_contributions_perc 100,top_contributions_perc 200,top_contributions_perc 500,top_contributions_perc 1000
2015-10-01T00:00:00Z,2016-01-01T00:00:00Z,Quarter from 2015-10,1,1,2,4,7,8,8,8,8,8,8,8,8,8,38.1818181818181818,58.1818181818181818,65.4545454545454545,78.1818181818181818,94.5454545454545455,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-01-01T00:00:00Z,2016-04-01T00:00:00Z,Quarter from 2016-01,1,2,2,3,5,6,8,10,10,10,10,10,10,10,64.1361256544502618,73.0366492146596859,81.6753926701570681,87.9581151832460733,93.4554973821989529,96.0732984293193717,98.4293193717277487,99.7382198952879581,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-04-01T00:00:00Z,2016-07-01T00:00:00Z,Quarter from 2016-04,1,1,1,2,7,9,11,13,14,17,17,17,17,17,49.1039426523297491,71.6845878136200717,73.8351254480286738,77.4193548387096774,83.1541218637992832,87.4551971326164875,91.0394265232974910,94.6236559139784946,96.4157706093189964,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-07-01T00:00:00Z,2016-10-01T00:00:00Z,Quarter from 2016-07,1,1,2,4,6,6,9,9,9,9,9,9,9,9,38.2608695652173913,75.6521739130434783,80.0000000000000000,83.4782608695652174,91.3043478260869565,95.6521739130434783,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-10-01T00:00:00Z,2017-01-01T00:00:00Z,Quarter from 2016-10,1,1,2,4,6,8,9,11,16,18,18,18,18,18,28.1081081081081081,56.2162162162162162,62.1621621621621622,70.8108108108108108,80.0000000000000000,85.9459459459459459,90.8108108108108108,93.5135135135135135,96.2162162162162162,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-01-01T00:00:00Z,2017-04-01T00:00:00Z,Quarter from 2017-01,1,1,1,2,6,9,11,11,15,21,22,22,22,22,26.8817204301075269,46.9086021505376344,58.3333333333333333,73.5215053763440860,87.9032258064516129,91.6666666666666667,93.8172043010752688,95.4301075268817204,96.6397849462365591,99.3279569892473118,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-04-01T00:00:00Z,2017-07-01T00:00:00Z,Quarter from 2017-04,1,1,1,2,6,8,10,12,12,22,23,23,23,23,30.6907378335949765,45.9183673469387755,57.1428571428571429,74.8822605965463108,85.7142857142857143,91.8367346938775510,95.0549450549450549,96.5463108320251177,97.4882260596546311,99.2935635792778650,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-07-01T00:00:00Z,2017-10-01T00:00:00Z,Quarter from 2017-07,1,1,1,2,6,8,10,11,13,17,23,23,23,23,27.5457875457875458,44.3956043956043956,57.1428571428571429,80.0000000000000000,89.5238095238095238,92.3809523809523810,94.2857142857142857,95.6776556776556777,96.4835164835164835,98.7545787545787546,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2017-10-01T00:00:00Z,2018-01-01T00:00:00Z,Quarter from 2017-10,1,1,2,3,6,9,10,13,14,20,21,21,21,21,26.0000000000000000,40.9523809523809524,55.7142857142857143,72.0952380952380952,87.9047619047619048,91.2380952380952381,93.7142857142857143,95.8095238095238095,96.9523809523809524,99.4285714285714286,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2018-01-01T00:00:00Z,2018-04-01T00:00:00Z,Quarter from 2018-01,1,2,2,3,5,6,8,10,11,14,20,20,20,20,29.8674110258199581,46.8248429867411026,57.9902302861130495,74.3196092114445220,86.8806699232379623,90.3698534542916957,92.4633635729239358,93.9288206559665038,95.1151430565247732,97.6273551988834613,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
