Release,Date from,Date to,Distinct companies for top 1 contributors,Distinct companies for top 2 contributors,Distinct companies for top 3 contributors,Distinct companies for top 5 contributors,Distinct companies for top 10 contributors,Distinct companies for top 15 contributors,Distinct companies for top 20 contributors,Distinct companies for top 25 contributors,Distinct companies for top 30 contributors,Distinct companies for top 50 contributors,Distinct companies for top 100 contributors,Distinct companies for top 200 contributors,Distinct companies for top 500 contributors,Distinct companies for top 1000 contributors
2014,2014-01-01,2015-01-01,1,1,2,2,4,4,6,8,9,10,28,67,133,180
2015,2015-01-01,2016-01-01,1,1,2,2,4,4,4,6,6,9,16,42,128,266
2016,2016-01-01,2017-01-01,1,2,2,3,5,6,8,10,11,17,23,40,105,249
2017,2017-01-01,2018-01-01,1,2,3,3,6,8,12,15,16,23,32,51,119,273
2018,2018-01-01,2018-04-12,1,2,3,4,7,10,14,16,17,25,35,59,107,202
