Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
2014,1/1/2014,1/1/2015,47.4%,64.1%,76.5%,83.4%,84.5%,88.7%,90.4%,91.5%,92.2%,92.9%,94.1%,94.7%,94.8%,94.8%,94.8%
2015,1/1/2015,1/1/2016,53.1%,68.0%,73.7%,78.8%,83.0%,93.4%,97.0%,98.1%,98.5%,98.7%,98.9%,98.9%,98.9%,98.9%,98.9%
2016,1/1/2016,1/1/2017,37.6%,45.1%,52.0%,58.4%,63.8%,78.7%,85.1%,89.6%,92.2%,93.5%,95.3%,95.5%,95.5%,95.5%,95.5%
2017,1/1/2017,1/1/2018,30.5%,38.1%,45.0%,49.4%,53.7%,66.9%,74.3%,78.5%,81.6%,84.1%,89.3%,91.1%,91.1%,91.1%,91.1%
2018,1/1/2018,4/13/2018,20.7%,34.8%,41.1%,46.4%,51.1%,64.6%,72.0%,76.6%,79.8%,82.0%,86.7%,88.5%,88.5%,88.5%,88.5%
