Release,Date from,Date to,Distinct companies for top 1 contributors,Distinct companies for top 2 contributors,Distinct companies for top 3 contributors,Distinct companies for top 4 contributors,Distinct companies for top 5 contributors,Distinct companies for top 10 contributors,Distinct companies for top 15 contributors,Distinct companies for top 20 contributors,Distinct companies for top 25 contributors,Distinct companies for top 30 contributors,Distinct companies for top 50 contributors,Distinct companies for top 100 contributors,Distinct companies for top 200 contributors,Distinct companies for top 500 contributors,Distinct companies for top 1000 contributors
2014,1/2/2014,1/1/2015,1,2,3,3,4,4,6,7,8,8,8,8,8,8,8
2015,1/1/2015,1/1/2016,1,2,2,2,2,3,3,4,4,4,7,11,11,11,11
2016,1/1/2016,1/1/2017,1,2,2,2,2,2,2,2,2,2,5,8,15,19,19
2017,1/1/2017,1/1/2018,1,2,3,3,3,3,3,3,3,4,4,7,10,15,15
2018,1/1/2018,4/17/2018,1,1,1,2,2,3,3,3,4,5,6,9,9,9,9
