Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
05/2017,5/1/2017,6/1/2017,LightStep,"LightStep,Uber","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services","LightStep,Uber,Pivotal,C3 Loyalty Services"
06/2017,6/1/2017,7/1/2017,Uber,"Uber,LightStep","Uber,LightStep,SkyWalking","Uber,LightStep,SkyWalking,C3 Loyalty Services","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg","Uber,LightStep,SkyWalking,C3 Loyalty Services,Pivotal,Bloomberg"
07/2017,7/1/2017,8/1/2017,Typeform.com,"Typeform.com,Uber","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services","Typeform.com,Uber,C3 Loyalty Services"
08/2017,8/1/2017,9/1/2017,Typeform.com,"Typeform.com,Uber","Typeform.com,Uber,LightStep","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg","Typeform.com,Uber,LightStep,Bloomberg"
09/2017,9/1/2017,10/1/2017,Uber,"Uber,Typeform.com","Uber,Typeform.com,Toptal","Uber,Typeform.com,Toptal,Pivotal","Uber,Typeform.com,Toptal,Pivotal,LightStep","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking","Uber,Typeform.com,Toptal,Pivotal,LightStep,SkyWalking"
10/2017,10/1/2017,11/1/2017,Uber,"Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com","Uber,Typeform.com"
11/2017,11/1/2017,12/1/2017,Typeform.com,"Typeform.com,Uber","Typeform.com,Uber,Toptal","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep","Typeform.com,Uber,Toptal,LightStep"
12/2017,12/1/2017,1/1/2018,Toptal,"Toptal,LightStep","Toptal,LightStep,Uber","Toptal,LightStep,Uber,Pivotal","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking","Toptal,LightStep,Uber,Pivotal,SkyWalking"
01/2018,1/1/2018,2/1/2018,Toptal,"Toptal,LightStep","Toptal,LightStep,Uber","Toptal,LightStep,Uber,SkyWalking","Toptal,LightStep,Uber,SkyWalking,Typeform.com","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView","Toptal,LightStep,Uber,SkyWalking,Typeform.com,Pivotal,TraceView"
02/2018,2/1/2018,3/1/2018,C3 Loyalty Services,"C3 Loyalty Services,Uber","C3 Loyalty Services,Uber,LightStep","C3 Loyalty Services,Uber,LightStep,Toptal","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView","C3 Loyalty Services,Uber,LightStep,Toptal,Typeform.com,TraceView"
03/2018,3/1/2018,4/1/2018,C3 Loyalty Services,"C3 Loyalty Services,LightStep","C3 Loyalty Services,LightStep,Uber","C3 Loyalty Services,LightStep,Uber,Typeform.com","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise","C3 Loyalty Services,LightStep,Uber,Typeform.com,Toptal,adRise"
04/2018,4/1/2018,5/1/2018,Uber,"Uber,LightStep","Uber,LightStep,Bloomberg","Uber,LightStep,Bloomberg,Toptal","Uber,LightStep,Bloomberg,Toptal,Typeform.com","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking","Uber,LightStep,Bloomberg,Toptal,Typeform.com,SkyWalking"
