Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
11/2015,11/1/2015,12/1/2015,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep,LightStep
12/2015,12/1/2015,1/1/2016,LightStep,"LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber","LightStep,Uber"
01/2016,1/1/2016,2/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle","LightStep,Uber,Pivotal,The Last Pickle"
02/2016,2/1/2016,3/1/2016,LightStep,"LightStep,The Last Pickle","LightStep,The Last Pickle,Uber","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs","LightStep,The Last Pickle,Uber,Cockroach Labs"
03/2016,3/1/2016,4/1/2016,LightStep,"LightStep,The Last Pickle","LightStep,The Last Pickle,Cockroach Labs","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber","LightStep,The Last Pickle,Cockroach Labs,Uber"
04/2016,4/1/2016,5/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle"
05/2016,5/1/2016,6/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle"
06/2016,6/1/2016,7/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg","LightStep,Uber,Pivotal,Bloomberg"
07/2016,7/1/2016,8/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal","LightStep,Uber,Pivotal"
08/2016,8/1/2016,9/1/2016,LightStep,"LightStep,Uber","LightStep,Uber,The Last Pickle","LightStep,Uber,The Last Pickle,Pivotal","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services","LightStep,Uber,The Last Pickle,Pivotal,C3 Loyalty Services"
09/2016,9/1/2016,10/1/2016,LightStep,"LightStep,C3 Loyalty Services","LightStep,C3 Loyalty Services,Onwukike Uber","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal","LightStep,C3 Loyalty Services,Onwukike Uber,Cockroach Labs,Uber,The Last Pickle,Pivotal"
10/2016,10/1/2016,11/1/2016,LightStep,"LightStep,C3 Loyalty Services","LightStep,C3 Loyalty Services,The Last Pickle","LightStep,C3 Loyalty Services,The Last Pickle,Uber","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal","LightStep,C3 Loyalty Services,The Last Pickle,Uber,Pivotal"
11/2016,11/1/2016,12/1/2016,LightStep,"LightStep,Pivotal","LightStep,Pivotal,Uber","LightStep,Pivotal,Uber,The Last Pickle","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking","LightStep,Pivotal,Uber,The Last Pickle,SkyWalking"
12/2016,12/1/2016,1/1/2017,LightStep,"LightStep,Bloomberg","LightStep,Bloomberg,Uber","LightStep,Bloomberg,Uber,Pivotal","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle","LightStep,Bloomberg,Uber,Pivotal,The Last Pickle"
01/2017,1/1/2017,2/1/2017,LightStep,"LightStep,Pivotal","LightStep,Pivotal,SkyWalking","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber","LightStep,Pivotal,SkyWalking,Uber"
02/2017,2/1/2017,3/1/2017,LightStep,"LightStep,SkyWalking","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal","LightStep,SkyWalking,Pivotal"
03/2017,3/1/2017,4/1/2017,LightStep,"LightStep,SkyWalking","LightStep,SkyWalking,Uber","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal","LightStep,SkyWalking,Uber,Pivotal"
04/2017,4/1/2017,5/1/2017,LightStep,"LightStep,Uber","LightStep,Uber,C3 Loyalty Services","LightStep,Uber,C3 Loyalty Services,SkyWalking","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal","LightStep,Uber,C3 Loyalty Services,SkyWalking,Pivotal"
