release,top_contributions_perc 1,top_contributions_perc 2,top_contributions_perc 3,top_contributions_perc 5,top_contributions_perc 10,top_contributions_perc 15,top_contributions_perc 20,top_contributions_perc 25,top_contributions_perc 30,top_contributions_perc 50,top_contributions_perc 100,top_contributions_perc 200,top_contributions_perc 500,top_contributions_perc 1000
2014,11.0734059653509555,19.3427397749598143,24.7320950169673156,33.4613323807822826,50.0312555813538132,57.8853366672620111,63.5783175567065547,67.4897303089837471,70.6867297731737810,79.8937310233970352,89.9758885515270584,95.1107340596535096,98.6872655831398464,100.0000000000000000
2015,2.9278129467020625,5.2595977128854401,7.5607514804982642,12.0481927710843373,20.4602307535225648,27.4798345926077190,33.8817132938533796,39.2332040024504799,44.3396467224831530,59.4547682254441495,79.8473555237900756,89.0149581376352869,94.1239534408821728,96.8781907290177660
2016,1.9493556116831811,3.8404248429505861,5.2660125639531118,7.8055177773460268,13.1678647755974354,17.8931092545819571,22.3325885629169095,26.3818729356906936,30.2231073117026099,41.7945728903568422,60.2980700731817887,76.9040217602486886,87.6538112816527427,91.8156207499514280
2017,2.4531032014811972,4.3798005362597696,5.7826851366840061,8.3379577526877817,13.5615635550807242,17.1509773515820700,20.4214358692438945,23.4590311020293854,26.2601326646509385,35.3345400042527371,49.7404274519362919,66.2384540782192442,81.0805063868849738,86.8289621765715679
2018,2.5922160906186465,4.6144350856810921,6.2245861167586407,8.9892535579436538,14.7346064478652338,18.4087278536160325,21.5782021492884113,24.3229015393552135,26.8352454255010166,34.4630409526575661,47.2317020040662213,62.2186320069706651,77.4941911124019750,84.5719575951205344
