Release,Date from,Date to,Distinct companies for top 1 contributors,Distinct companies for top 2 contributors,Distinct companies for top 3 contributors,Distinct companies for top 4 contributors,Distinct companies for top 5 contributors,Distinct companies for top 10 contributors,Distinct companies for top 15 contributors,Distinct companies for top 20 contributors,Distinct companies for top 25 contributors,Distinct companies for top 30 contributors,Distinct companies for top 50 contributors,Distinct companies for top 100 contributors,Distinct companies for top 200 contributors,Distinct companies for top 500 contributors,Distinct companies for top 1000 contributors
2015,11/26/2015,1/1/2016,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4
2016,1/1/2016,1/1/2017,1,2,2,3,4,7,9,10,14,16,25,37,37,37,37
2017,1/1/2017,1/1/2018,1,2,3,4,4,6,10,11,14,16,22,30,44,44,44
2018,1/1/2018,4/17/2018,1,2,3,4,4,6,8,8,9,9,13,23,23,23,23
