ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_contributing_coms,top_comp_contributions,top_comp_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_committing_coms,top_comp_commits,top_comp_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_issuing_coms,top_comp_issues,top_comp_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_pr_creating_coms,top_comp_prs,top_comp_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_reviewing_coms,top_comp_reviews,top_comp_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc,top_commenting_coms,top_comp_comments,top_comp_comments_perc
1,2015-02-23T00:00:00Z,2017-02-16T00:00:00Z,Before joining CNCF,724,32881,7252,9389,16240,17556,35317,1490,58,1181,536,210,1787,151,2,92,117,45,164,45.41574585635359,10.01657458563536,12.968232044198896,22.430939226519335,24.248618784530386,48.780386740331494,jtattermusch,Google,1,3442,10.4680514582889815,Google,28258,85.9402086311243575,jtattermusch,Google,1,874,12.0518477661334804,Google,7010,96.6629895201323773,jtattermusch,Google,1,1000,10.6507615294493556,Google,6721,71.5837682394291192,ctiller,Google,1,1726,10.6280788177339901,Google,14527,89.4519704433497537,ejona86,Google,1,2460,14.0123034859876965,Google,15395,87.6908179539758487,ejona86,Google,1,2857,8.0895885834017612,Google,26768,75.7935271965342470
2,2017-02-16T00:00:00Z,2018-04-17T00:00:00Z,Since joining CNCF,425,21752,4683,6266,10803,10030,23832,1578,62,1247,547,236,2562,134,1,77,107,41,169,51.181176470588234,11.018823529411765,14.743529411764706,25.418823529411764,23.6,56.07529411764706,jtattermusch,Google,1,1653,7.5993012136815006,Google,18511,85.1002206693637367,jtattermusch,Google,1,319,6.8118727311552424,Google,4620,98.6547085201793722,jtattermusch,Google,1,603,9.6233641876795404,Google,4134,65.9751037344398340,jtattermusch,Google,1,731,6.7666388966027955,Google,9757,90.3175043969267796,ejona86,Google,1,820,8.1754735792622134,Google,9033,90.0598205383848455,jtattermusch,Google,1,1868,7.8382007385028533,Google,16228,68.0933199060087278
1001,2015-02-23T00:00:00Z,2016-01-01T00:00:00Z,2015,312,14102,3235,3768,7099,7128,12363,457,34,350,193,83,483,66,2,38,48,13,70,45.19871794871795,10.368589743589743,12.076923076923077,22.753205128205128,22.846153846153847,39.625,ctiller,Google,1,1685,11.9486597645724011,Google,12628,89.5475819032761310,nicolasnoble,Google,1,339,10.4791344667697063,Google,3097,95.7341576506955178,ctiller,Google,1,468,12.4203821656050955,Google,3010,79.8832271762208068,ctiller,Google,1,881,12.4101986195238766,Google,6521,91.8580081701648119,ejona86,Google,1,1348,18.9113355780022447,Google,6555,91.9612794612794613,ctiller,Google,1,1399,11.3160236188627356,Google,10281,83.1594273234651784
1003,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,2016,366,16695,3457,5012,8226,9517,20526,1022,51,812,370,155,1236,104,1,68,70,33,116,45.614754098360656,9.44535519125683,13.693989071038251,22.475409836065573,26.002732240437158,56.08196721311475,jtattermusch,Google,1,2336,13.9922132374962564,Google,13853,82.9769392033542977,jtattermusch,Google,1,696,20.1330633497251953,Google,3361,97.2230257448654903,jtattermusch,Google,1,599,11.9513168395849960,Google,3318,66.2011173184357542,jtattermusch,Google,1,1041,12.6549963530269876,Google,7174,87.2112813031850231,ejona86,Google,1,1015,10.6651255647788169,Google,7986,83.9129977934222969,jtattermusch,Google,1,1783,8.6865438955471110,Google,14771,71.9623891649615122
1004,2017-01-01T00:00:00Z,2018-01-01T00:00:00Z,2017,365,18247,3967,5410,8870,8765,20124,1356,58,1077,464,195,2213,135,1,74,107,39,169,49.99178082191781,10.868493150684932,14.821917808219178,24.301369863013697,24.013698630136986,55.134246575342466,ctiller,Google,1,1358,7.4423192853619773,Google,15681,85.9374143694853949,ctiller,Google,1,322,8.1169649609276531,Google,3922,98.8656415427275019,jtattermusch,Google,1,492,9.0942698706099815,Google,3668,67.8003696857670980,ctiller,Google,1,807,9.0980834272829763,Google,8091,91.2175873731679820,markdroth,Google,1,763,8.7050770108385625,Google,7999,91.2606959498003423,jtattermusch,Google,1,1450,7.2053269727688332,Google,14124,70.1848539057841383
1005,2018-01-01T00:00:00Z,2018-04-17T00:00:00Z,2018,106,5589,1276,1465,2848,2176,6136,503,47,404,174,106,809,37,1,29,19,12,44,52.72641509433962,12.037735849056604,13.820754716981131,26.867924528301888,20.528301886792452,57.886792452830186,jtattermusch,Google,1,409,7.3179459652889605,Google,4607,82.4297727679370191,zpencer,Google,1,96,7.5235109717868339,Google,1250,97.9623824451410658,jtattermusch,Google,1,147,10.0341296928327645,Google,859,58.6348122866894198,zpencer,Google,1,196,6.8820224719101124,Google,2498,87.7106741573033708,ejona86,Google,1,182,8.3639705882352941,Google,1888,86.7647058823529412,jtattermusch,Google,1,561,9.1427640156453716,Google,3820,62.2555410691003911
2001,2015-02-01T00:00:00Z,2015-03-01T00:00:00Z,02/2015,28,315,78,48,189,86,180,51,18,28,39,14,35,5,2,1,5,1,3,11.25,2.7857142857142856,1.7142857142857142,6.75,3.0714285714285716,6.428571428571429,iamqizhao,Google,1,51,16.1904761904761905,Google,275,87.3015873015873016,iamqizhao,Google,1,18,23.0769230769230769,Google,73,93.5897435897435897,iamqizhao,Google,1,8,16.6666666666666667,Google,30,62.5000000000000000,ctiller,Google,1,32,16.9312169312169312,Google,172,91.0052910052910053,jtattermusch,Google,1,14,16.2790697674418605,Google,84,97.6744186046511628,ctiller,Google,1,28,15.5555555555555556,Google,151,83.8888888888888889
2002,2015-03-01T00:00:00Z,2015-04-01T00:00:00Z,03/2015,31,1159,274,293,592,596,1133,92,21,69,52,33,101,14,1,10,9,5,17,37.38709677419355,8.838709677419354,9.451612903225806,19.096774193548388,19.225806451612904,36.54838709677419,ejona86,Google,1,133,11.4754098360655738,Google,979,84.4693701466781708,tbetbetbe,Google,1,38,13.8686131386861314,Google,252,91.9708029197080292,murgatroid99,Google,1,34,11.6040955631399317,Google,205,69.9658703071672355,ejona86,Google,1,66,11.1486486486486486,Google,522,88.1756756756756757,ejona86,Google,1,97,16.2751677852348993,Google,501,84.0604026845637584,iamqizhao,Google,1,100,8.8261253309796999,Google,877,77.4051191526919682
2003,2015-04-01T00:00:00Z,2015-05-01T00:00:00Z,04/2015,30,1212,309,244,659,839,1050,67,23,53,42,28,83,11,1,6,8,4,14,40.4,10.3,8.133333333333333,21.966666666666665,27.966666666666665,35,tbetbetbe,Google,1,137,11.3036303630363036,Google,1037,85.5610561056105611,tbetbetbe,Google,1,44,14.2394822006472492,Google,289,93.5275080906148867,ejona86,Google,1,23,9.4262295081967213,Google,170,69.6721311475409836,ctiller,Google,1,72,10.9256449165402124,Google,578,87.7086494688922610,ejona86,Google,1,179,21.3349225268176400,Google,757,90.2264600715137068,ejona86,Google,1,149,14.1904761904761905,Google,849,80.8571428571428571
2004,2015-05-01T00:00:00Z,2015-06-01T00:00:00Z,05/2015,31,1561,366,405,790,636,1462,72,24,55,44,29,83,11,1,4,10,3,12,50.354838709677416,11.806451612903226,13.064516129032258,25.483870967741936,20.516129032258064,47.16129032258065,ctiller,Google,1,228,14.6060217809096733,Google,1446,92.6329276105060858,tbetbetbe,Google,1,54,14.7540983606557377,Google,355,96.9945355191256831,ctiller,Google,1,67,16.5432098765432099,Google,355,87.6543209876543210,ctiller,Google,1,123,15.5696202531645570,Google,736,93.1645569620253165,ejona86,Google,1,144,22.6415094339622642,Google,598,94.0251572327044025,ctiller,Google,1,257,17.5786593707250342,Google,1271,86.9357045143638851
