ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-06-01T00:00:00Z,2016-03-10T00:00:00Z,Before joining CNCF,648,65405,18413,16319,30673,63527,148203,1959,312,1421,1008,496,2322,439,83,245,372,142,422,100.93364197530865,28.415123456790123,25.183641975308642,47.33487654320987,98.0354938271605,228.70833333333334,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,erictune,dchen1107,zmerlynn,mikedanese,wojtek-t,satnam6502,vmarmol,gmarek,jbeda,vishh,jlowdermilk,a-robinson,roberthbailey,bryk,derekwaynecarr,piosz,eparis,mwielgus,yujuhong,nikhiljindal","Google,Red Hat,Cockroach Labs",3,37173,56.8351043498203501,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,erictune,jbeda,vmarmol,zmerlynn,satnam6502,dchen1107,bryk,derekwaynecarr,mikedanese,a-robinson,vishh,jlowdermilk,roberthbailey,wojtek-t,eparis,saad-ali,gmarek,piosz,ddysher,ArtfulCoder","Google,Red Hat,Cockroach Labs",3,12424,67.4740672351056319,"bgrant0607,thockin,lavalamp,brendandburns,dchen1107,erictune,roberthbailey,smarterclayton,gmarek,quinton-hoole,satnam6502,ihmccreery,justinsb,bprashanth,zmerlynn,davidopp,wojtek-t,mikedanese,yujuhong,goltermann,jlowdermilk,a-robinson,vishh,nikhiljindal,piosz","Google,Red Hat,FathomDB,Cockroach Labs",4,8322,50.9957717997426313,"brendandburns,lavalamp,thockin,bgrant0607,mikedanese,smarterclayton,wojtek-t,zmerlynn,erictune,dchen1107,gmarek,vmarmol,caesarxuchao,vishh,piosz,eparis,jlowdermilk,mwielgus,satnam6502,a-robinson,yujuhong,nikhiljindal,bryk,jbeda,derekwaynecarr","Google,Red Hat,Cockroach Labs",3,17561,57.2523065888566492,"lavalamp,bgrant0607,thockin,smarterclayton,brendandburns,davidopp,erictune,wojtek-t,pmorie,vishh,caesarxuchao,liggitt,nikhiljindal,quinton-hoole,derekwaynecarr,bprashanth,roberthbailey,deads2k,bryk,gmarek,ixdy,markturansky,mikedanese,jdef,JanetKuo","Google,Red Hat,Mesosphere",3,40604,63.9161301493853007,"bgrant0607,thockin,lavalamp,smarterclayton,wojtek-t,brendandburns,erictune,dchen1107,davidopp,derekwaynecarr,zmerlynn,roberthbailey,yujuhong,pmorie,bprashanth,vishh,mikedanese,quinton-hoole,gmarek,nikhiljindal,ixdy,satnam6502,caesarxuchao,eparis,jlowdermilk","Google,Red Hat",2,87266,58.8827486623077805
2,2016-03-10T00:00:00Z,2018-04-13T00:00:00Z,Since joining CNCF,764,198580,33336,60971,104273,190530,503739,11728,318,9057,5369,2502,14970,1453,71,888,1382,646,1428,259.9214659685864,43.63350785340314,79.80497382198953,136.4829842931937,249.3848167539267,659.3442408376964,"chenopis,justinsb,aledbf,krzyzacy,Steve53,fejta,spxtr,technosophos,chrislovecnm,taotaotheripper,mwielgus,wojtek-t,r2d4,mikedanese,pwittrock,ixdy,thockin,dlorenc,luxas,maciaszczykm,mattymo,pmorie,floreks,mbohlool,mrunalp","Google,FathomDB,Soficom,Microsoft,CNM Consulting,Independent,Fujitsu,Mirantis,Red Hat",9,55054,27.7238392587370329,"chenopis,aledbf,Steve53,justinsb,krzyzacy,mwielgus,technosophos,maciaszczykm,spxtr,bryk,mbohlool,r2d4,mrunalp,floreks,taotaotheripper,mattymo,dlorenc,wongma7,pwittrock,johndmulhausen,devin-donnelly,fejta,prydonius,unguiculus,chrislovecnm","Google,Soficom,FathomDB,Microsoft,Fujitsu,Red Hat,Mirantis,Bitnami,Codecentric AG,CNM Consulting",10,15585,46.7512598992080634,"justinsb,chrislovecnm,fejta,luxas,aledbf,thockin,technosophos,kargakis,mikedanese,liggitt,floreks,taotaotheripper,yujuhong,maciaszczykm,bgrant0607,pwittrock,smarterclayton,pmorie,bprashanth,r2d4,spxtr,bacongobbler,piosz,wojtek-t,ixdy","FathomDB,CNM Consulting,Google,Independent,Soficom,Microsoft,Red Hat,Fujitsu",8,14834,24.3295993177084188,"justinsb,chenopis,krzyzacy,aledbf,Steve53,spxtr,mwielgus,taotaotheripper,wojtek-t,fejta,ixdy,technosophos,r2d4,mikedanese,mattymo,chrislovecnm,dlorenc,pwittrock,mrunalp,gmarek,deads2k,pmorie,rmmh,BenTheElder,liggitt","FathomDB,Google,Soficom,Microsoft,Mirantis,CNM Consulting,Red Hat",7,28136,26.9830157375351241,"liggitt,sttts,deads2k,luxas,wojtek-t,thockin,taotaotheripper,lavalamp,smarterclayton,kargakis,caesarxuchao,ixdy,fejta,pmorie,chrislovecnm,krzyzacy,justinsb,yujuhong,msau42,spxtr,derekwaynecarr,vishh,JanetKuo,gmarek,nikhiljindal","Red Hat,Mesosphere,Independent,Google,CNM Consulting,FathomDB",6,64561,33.8849525009184905,"liggitt,smarterclayton,chrislovecnm,thockin,wojtek-t,luxas,krzyzacy,deads2k,ixdy,kargakis,justinsb,BenTheElder,yujuhong,bgrant0607,fejta,dims,mikedanese,sttts,lavalamp,taotaotheripper,aledbf,caesarxuchao,zhaoxpZTE,spxtr,pwittrock","Red Hat,CNM Consulting,Google,Independent,FathomDB,Huawei,Mesosphere,Soficom",8,132298,26.2632037622657765
1001,2014-06-01T00:00:00Z,2015-07-11T04:02:31Z,start - v1.0.0,405,34955,13670,7092,14193,25902,62183,915,279,602,525,241,991,232,79,122,198,70,216,86.30864197530865,33.75308641975309,17.511111111111113,35.044444444444444,63.955555555555556,153.53827160493827,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,vmarmol,erictune,satnam6502,dchen1107,jbeda,zmerlynn,derekwaynecarr,roberthbailey,jlowdermilk,a-robinson,yujuhong,quinton-hoole,saad-ali,ddysher,vishh,rjnagal,nikhiljindal,justinsb,wojtek-t,mbforbes","Google,Red Hat,Cockroach Labs,FathomDB,UW",5,23984,68.6139321985409813,"brendandburns,lavalamp,thockin,smarterclayton,bgrant0607,jbeda,vmarmol,erictune,satnam6502,derekwaynecarr,zmerlynn,dchen1107,roberthbailey,ddysher,markturansky,a-robinson,saad-ali,jlowdermilk,rjnagal,vishh,mfojtik,preillyme,yujuhong,mbforbes,kelseyhightower","Google,Red Hat,Cockroach Labs,Kismatic,UW",5,9847,72.0336503291880029,"bgrant0607,thockin,brendandburns,lavalamp,erictune,dchen1107,satnam6502,roberthbailey,smarterclayton,zmerlynn,quinton-hoole,jbeda,vmarmol,bprashanth,jlowdermilk,davidopp,justinsb,a-robinson,derekwaynecarr,goltermann,yujuhong,vishh,nikhiljindal,mbforbes,ddysher","Google,Red Hat,FathomDB,Cockroach Labs,UW",5,4562,64.3260011280315849,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,vmarmol,dchen1107,zmerlynn,satnam6502,erictune,jbeda,jlowdermilk,roberthbailey,derekwaynecarr,yujuhong,a-robinson,nikhiljindal,justinsb,wojtek-t,saad-ali,rjnagal,vishh,quinton-hoole,ArtfulCoder,mbforbes","Google,Red Hat,Cockroach Labs,FathomDB,UW",5,9985,70.3515817656591277,"lavalamp,thockin,bgrant0607,smarterclayton,brendandburns,erictune,vmarmol,roberthbailey,quinton-hoole,davidopp,pmorie,zmerlynn,markturansky,filbranden,vishh,bprashanth,derekwaynecarr,satnam6502,mbforbes,jbeda,jlowdermilk,dchen1107,nikhiljindal,a-robinson,ddysher","Google,Red Hat,UW,Cockroach Labs",4,20153,77.8048027179368389,"bgrant0607,smarterclayton,thockin,lavalamp,brendandburns,erictune,dchen1107,satnam6502,zmerlynn,derekwaynecarr,roberthbailey,vmarmol,davidopp,quinton-hoole,pmorie,jbeda,wojtek-t,bprashanth,yujuhong,jlowdermilk,nikhiljindal,vishh,mbforbes,justinsb,a-robinson","Google,Red Hat,UW,FathomDB,Cockroach Labs",5,44399,71.4005435569207018
1002,2015-07-11T04:02:31Z,2015-09-25T23:41:40Z,v1.0.0 - v1.1.0,76,9778,1753,2492,5533,11689,24727,572,42,431,310,209,743,158,7,101,124,61,177,128.6578947368421,23.06578947368421,32.78947368421053,72.80263157894737,153.80263157894737,325.35526315789474,"mikedanese,thockin,brendandburns,bgrant0607,vishh,erictune,wojtek-t,zmerlynn,gmarek,piosz,alex-mohr,lavalamp,jszczepkowski,yujuhong,eparis,caesarxuchao,mwielgus,a-robinson,roberthbailey,nikhiljindal,quinton-hoole,sttts,dchen1107,smarterclayton,saad-ali","Google,Red Hat,Cockroach Labs,Mesosphere",4,6080,62.1804049907956637,"mikedanese,bgrant0607,thockin,vishh,brendandburns,erictune,wojtek-t,alex-mohr,zmerlynn,jszczepkowski,gmarek,piosz,saad-ali,lavalamp,ArtfulCoder,dchen1107,yujuhong,roberthbailey,a-robinson,cjcullen,eparis,quinton-hoole,krousey,nikhiljindal,mwielgus","Google,Cockroach Labs,Red Hat",3,1609,91.7855105533371363,"goltermann,bgrant0607,thockin,erictune,gmarek,brendandburns,mikedanese,roberthbailey,lavalamp,mwielgus,vishh,quinton-hoole,alex-mohr,yujuhong,wojtek-t,justinsb,dchen1107,smarterclayton,davidopp,derekwaynecarr,nikhiljindal,dalanlan,zmerlynn,a-robinson,saad-ali","Google,FathomDB,Red Hat,Docker,Cockroach Labs",5,1233,49.4783306581059390,"mikedanese,brendandburns,thockin,vishh,wojtek-t,bgrant0607,erictune,zmerlynn,piosz,caesarxuchao,sttts,eparis,gmarek,yujuhong,lavalamp,jszczepkowski,smarterclayton,alex-mohr,nikhiljindal,a-robinson,mwielgus,derekwaynecarr,davidopp,ArtfulCoder,dchen1107","Google,Mesosphere,Red Hat,Cockroach Labs",4,3510,63.4375564793059823,"bgrant0607,thockin,lavalamp,davidopp,smarterclayton,brendandburns,vishh,mikedanese,nikhiljindal,pmorie,caesarxuchao,jdef,sttts,liggitt,gmarek,wojtek-t,deads2k,JanetKuo,derekwaynecarr,erictune,mvdan,mwielgus,AnanyaKumar,jszczepkowski,eparis","Google,Red Hat,Mesosphere,Tyk,Uber Advanced Technologies Center",5,8001,68.4489691162631534,"bgrant0607,thockin,smarterclayton,lavalamp,mikedanese,brendandburns,wojtek-t,vishh,erictune,derekwaynecarr,gmarek,caesarxuchao,pmorie,zmerlynn,dchen1107,davidopp,nikhiljindal,roberthbailey,yujuhong,eparis,quinton-hoole,karlkfi,sttts,liggitt,piosz","Google,Red Hat,Mesosphere",3,14428,58.3491729688195090
1003,2015-09-25T23:41:40Z,2016-03-16T22:01:03Z,v1.1.0 - v1.2.0,172,21650,3155,7123,11372,26768,64029,1105,76,832,546,316,1417,259,10,155,198,82,278,125.87209302325581,18.343023255813954,41.41279069767442,66.11627906976744,155.62790697674419,372.26162790697674,"bryk,gmarek,mwielgus,wojtek-t,ihmccreery,mikedanese,bgrant0607,piosz,thockin,brendandburns,bprashanth,dchen1107,eparis,caesarxuchao,jlowdermilk,lavalamp,a-robinson,justinsb,jackgr,vishh,davidopp,erictune,JanetKuo,johndmulhausen,nikhiljindal","Google,Red Hat,Cockroach Labs,FathomDB",4,11560,53.3949191685912240,"bryk,johndmulhausen,mwielgus,gmarek,piosz,eparis,bgrant0607,brendandburns,a-robinson,dchen1107,mikedanese,jlowdermilk,wojtek-t,CreaturesInUnitards,fabioy,jackgr,bprashanth,lavalamp,ihmccreery,vaikas-google,alex-mohr,zmerlynn,ArtfulCoder,thockin,fgrzadkowski","Google,Red Hat,Cockroach Labs",3,2651,84.0253565768621236,"bgrant0607,ihmccreery,thockin,gmarek,justinsb,wojtek-t,bprashanth,lavalamp,mikedanese,dchen1107,jackgr,davidopp,piosz,mwielgus,bryk,yujuhong,JanetKuo,quinton-hoole,jlowdermilk,brendandburns,erictune,nikhiljindal,fgrzadkowski,smarterclayton,a-robinson","Google,FathomDB,Red Hat,Cockroach Labs",4,3451,48.4486873508353222,"bryk,gmarek,wojtek-t,mwielgus,mikedanese,piosz,caesarxuchao,eparis,brendandburns,ihmccreery,bprashanth,thockin,sttts,vishh,dchen1107,jlowdermilk,bgrant0607,erictune,mqliang,justinsb,JanetKuo,a-robinson,deads2k,nikhiljindal,smarterclayton","Google,Red Hat,Mesosphere,Caicloud,FathomDB,Cockroach Labs",6,6152,54.0977840309532184,"bgrant0607,lavalamp,wojtek-t,thockin,bryk,davidopp,caesarxuchao,liggitt,smarterclayton,vishh,pmorie,deads2k,JanetKuo,ixdy,timstclair,jdef,kargakis,bprashanth,derekwaynecarr,yujuhong,gmarek,nikhiljindal,quinton-hoole,timothysc,sttts","Google,Red Hat,Mesosphere",3,16182,60.4527794381350867,"bgrant0607,wojtek-t,lavalamp,thockin,davidopp,smarterclayton,ixdy,bprashanth,ihmccreery,yujuhong,bryk,gmarek,mikedanese,dchen1107,caesarxuchao,vishh,erictune,brendandburns,pmorie,derekwaynecarr,liggitt,piosz,eparis,nikhiljindal,justinsb","Google,Red Hat,FathomDB",3,34721,54.2269908947508160
1004,2016-03-16T22:01:03Z,2016-07-01T19:19:06Z,v1.2.0 - v1.3.0,106,17022,2674,6192,8156,19442,45555,1191,81,918,601,345,1482,278,18,181,209,97,305,160.58490566037736,25.22641509433962,58.41509433962264,76.94339622641509,183.41509433962264,429.7641509433962,"johndmulhausen,bryk,technosophos,eparis,lavalamp,dlorenc,bprashanth,justinsb,mikedanese,mwielgus,wojtek-t,bgrant0607,fejta,piosz,spxtr,gmarek,jlowdermilk,roberthbailey,michelleN,luxas,zmerlynn,ixdy,thockin,pwittrock,floreks","Google,Microsoft,Red Hat,FathomDB,Independent,Fujitsu",6,8395,49.3185289625190929,"johndmulhausen,bryk,eparis,technosophos,lavalamp,mwielgus,roberthbailey,dlorenc,mikedanese,bprashanth,justinsb,jlowdermilk,bgrant0607,adamreese,luxas,wojtek-t,piosz,floreks,michelleN,zmerlynn,a-robinson,spxtr,maciaszczykm,david-mcmahon,ixdy","Google,Red Hat,Microsoft,FathomDB,Independent,Fujitsu,Cockroach Labs",7,2196,82.1241585639491399,"technosophos,lavalamp,bgrant0607,bprashanth,fejta,thockin,justinsb,bryk,mikedanese,wojtek-t,yujuhong,pwittrock,dlorenc,piosz,johndmulhausen,gmarek,jackgr,smarterclayton,dchen1107,jlowdermilk,michelleN,spxtr,a-robinson,JanetKuo,taotaotheripper","Microsoft,Google,FathomDB,Red Hat,Cockroach Labs",5,2681,43.2978036175710594,"eparis,bryk,technosophos,mwielgus,dlorenc,wojtek-t,justinsb,johndmulhausen,lavalamp,mikedanese,spxtr,bprashanth,gmarek,piosz,fejta,zmerlynn,ixdy,adamreese,roberthbailey,smarterclayton,michelleN,jlowdermilk,luxas,floreks,david-mcmahon","Red Hat,Google,Microsoft,FathomDB,Independent,Fujitsu",6,3963,48.5899950956351153,"lavalamp,smarterclayton,wojtek-t,thockin,johndmulhausen,bprashanth,pmorie,vishh,derekwaynecarr,nikhiljindal,quinton-hoole,deads2k,caesarxuchao,ixdy,saad-ali,bgrant0607,yujuhong,pwittrock,davidopp,liggitt,madhusudancs,taotaotheripper,JanetKuo,kargakis,mikedanese","Google,Red Hat,FOSSEE",3,10872,55.9201728217261599,"bgrant0607,lavalamp,smarterclayton,wojtek-t,bprashanth,thockin,bryk,yujuhong,ixdy,vishh,pwittrock,luxas,eparis,nikhiljindal,spxtr,derekwaynecarr,mikedanese,dchen1107,gmarek,taotaotheripper,davidopp,fejta,quinton-hoole,caesarxuchao,piosz","Google,Red Hat,Independent",3,20502,45.0049390846229832
1005,2016-07-01T19:19:06Z,2016-09-26T18:09:47Z,v1.3.0 - v1.4.0,86,15697,2279,5219,8199,17687,41784,1321,104,1025,625,365,1676,287,16,185,203,95,347,182.52325581395348,26.5,60.68604651162791,95.33720930232558,205.6627906976744,485.86046511627904,"justinsb,pwittrock,dlorenc,bryk,wojtek-t,technosophos,mikedanese,bprashanth,rmmh,fejta,thockin,devin-donnelly,gmarek,piosz,david-mcmahon,lavalamp,spxtr,mwielgus,ixdy,foxish,taotaotheripper,apelisse,adamreese,vishh,luxas","FathomDB,Google,Microsoft,Independent",4,6558,41.7786838249347009,"justinsb,pwittrock,bryk,dlorenc,devin-donnelly,mikedanese,rmmh,technosophos,david-mcmahon,adamreese,johndmulhausen,lavalamp,fejta,spxtr,luxas,jaredbhatti,wojtek-t,kelseyhightower,gmarek,ixdy,bprashanth,maciaszczykm,piosz,apelisse,sarahnovotny","FathomDB,Google,Microsoft,Independent,Fujitsu",5,1573,69.0215006581834138,"justinsb,bprashanth,pwittrock,thockin,dlorenc,technosophos,fejta,quinton-hoole,piosz,davidopp,yujuhong,wojtek-t,dchen1107,gmarek,bryk,mwielgus,lavalamp,bgrant0607,maciaszczykm,JanetKuo,soltysh,girishkalele,saad-ali,mtaufen,smarterclayton","FathomDB,Google,Microsoft,Fujitsu,Red Hat",5,1963,37.6125694577505269,"justinsb,wojtek-t,dlorenc,pwittrock,mikedanese,bryk,rmmh,gmarek,foxish,fejta,technosophos,devin-donnelly,taotaotheripper,david-mcmahon,mwielgus,spxtr,apelisse,ixdy,piosz,lavalamp,lixiaobing10051267,deads2k,vishh,bprashanth,adamreese","FathomDB,Google,Microsoft,Red Hat",4,3394,41.3952921087937553,"wojtek-t,thockin,lavalamp,smarterclayton,deads2k,sttts,yujuhong,bprashanth,taotaotheripper,mwielgus,caesarxuchao,ixdy,vishh,liggitt,feiskyer,fejta,nikhiljindal,luxas,saad-ali,derekwaynecarr,mikedanese,davidopp,kargakis,gmarek,errordeveloper","Google,Red Hat,Mesosphere,Hyper.sh,Independent,Weaveworks",6,8973,50.7321761745915079,"thockin,smarterclayton,lavalamp,wojtek-t,bprashanth,vishh,pwittrock,taotaotheripper,yujuhong,deads2k,ixdy,dlorenc,luxas,bryk,mikedanese,derekwaynecarr,bgrant0607,caesarxuchao,dims,spxtr,dchen1107,erictune,davidopp,nikhiljindal,fejta","Google,Red Hat,Independent,Mirantis",4,16609,39.7496649435190504
1006,2016-09-26T18:09:47Z,2016-12-12T23:29:43Z,v1.4.0 - v1.5.0,77,19077,3240,6128,9709,15030,48154,1565,130,1177,790,454,2075,376,22,241,275,117,437,247.75324675324674,42.077922077922075,79.58441558441558,126.0909090909091,195.19480519480518,625.3766233766233,"fejta,justinsb,technosophos,spxtr,wojtek-t,chrislovecnm,devin-donnelly,mikedanese,ixdy,bogdando,gmarek,rmmh,bryk,mbohlool,r2d4,foxish,zmerlynn,saad-ali,luxas,thockin,mrunalp,jfrazelle,kris-nova,deads2k,runcom","Google,FathomDB,Microsoft,CNM Consulting,Mirantis,Independent,Red Hat",7,7933,41.5841065156995335,"bogdando,devin-donnelly,technosophos,bryk,mbohlool,spxtr,fejta,justinsb,chrislovecnm,rmmh,wojtek-t,jfrazelle,saad-ali,mrunalp,runcom,r2d4,zmerlynn,adamreese,viglesiasce,thockin,foxish,ixdy,dlorenc,prydonius,jaredbhatti","Mirantis,Google,Microsoft,FathomDB,CNM Consulting,Red Hat,Bitnami",7,2092,64.5679012345679012,"fejta,justinsb,mikedanese,chrislovecnm,technosophos,ixdy,luxas,bprashanth,saad-ali,kris-nova,spxtr,dims,wojtek-t,yujuhong,piosz,rmmh,foxish,runseb,errordeveloper,kargakis,mbohlool,gmarek,thockin,r2d4,bogdando","Google,FathomDB,CNM Consulting,Microsoft,Independent,Mirantis,Weaveworks,Red Hat",8,2383,38.8870757180156658,"justinsb,spxtr,wojtek-t,technosophos,fejta,gmarek,devin-donnelly,zmerlynn,rmmh,ixdy,deads2k,r2d4,mikedanese,foxish,chrislovecnm,mrunalp,jfrazelle,thockin,bryk,krzyzacy,adamreese,runcom,bogdando,taotaotheripper,prydonius","FathomDB,Google,Microsoft,Red Hat,CNM Consulting,Mirantis,Bitnami",7,3895,40.1174168297455969,"liggitt,wojtek-t,deads2k,ixdy,devin-donnelly,sttts,smarterclayton,chrislovecnm,kargakis,thockin,bprashanth,spxtr,gmarek,taotaotheripper,JanetKuo,timstclair,fejta,lavalamp,caesarxuchao,feiskyer,luxas,nikhiljindal,apelisse,pmorie,madhusudancs","Red Hat,Google,Mesosphere,CNM Consulting,Hyper.sh,Independent,FOSSEE",7,6699,44.5708582834331337,"dims,smarterclayton,mikedanese,saad-ali,chrislovecnm,wojtek-t,thockin,luxas,ixdy,deads2k,bprashanth,yujuhong,kargakis,spxtr,bgrant0607,taotaotheripper,justinsb,liggitt,fejta,foxish,caesarxuchao,jfrazelle,davidopp,gmarek,derekwaynecarr","Mirantis,Red Hat,Google,CNM Consulting,Independent,FathomDB,Microsoft",7,17749,36.8588279270673257
1007,2016-12-12T23:29:43Z,2017-03-28T16:23:06Z,v1.5.0 - v1.6.0,105,30081,5623,8810,15648,25662,66826,2326,168,1721,1198,656,3092,556,36,336,453,210,611,286.48571428571427,53.55238095238095,83.9047619047619,149.02857142857144,244.4,636.4380952380952,"justinsb,chenopis,spxtr,aledbf,krzyzacy,chrislovecnm,technosophos,r2d4,fejta,mattymo,pmorie,Steve53,wojtek-t,devin-donnelly,deads2k,jaredbhatti,ixdy,bogdando,calebamiles,liggitt,aaronlevy,lachie83,kris-nova,wongma7,mbohlool","FathomDB,Google,Soficom,CNM Consulting,Microsoft,Mirantis,Red Hat",7,10829,35.9994681027891360,"chenopis,justinsb,aledbf,krzyzacy,devin-donnelly,spxtr,technosophos,chrislovecnm,calebamiles,r2d4,lachie83,mattymo,ant31,fejta,Steve53,bogdando,wongma7,ideahitme,bgrant0607,prydonius,pmorie,wojtek-t,aaronlevy,mbohlool,rmmh","Google,FathomDB,Soficom,Microsoft,CNM Consulting,Red Hat,Mirantis,Bitnami",8,3288,58.4741241330250756,"justinsb,chrislovecnm,jaredbhatti,technosophos,fejta,pmorie,liggitt,kargakis,aledbf,foxish,luxas,calebamiles,r2d4,ethernetdan,Steve53,kris-nova,spxtr,dchen1107,yujuhong,maciaszczykm,deads2k,derekwaynecarr,grodrigues3,pwittrock,bgrant0607","FathomDB,CNM Consulting,Google,Microsoft,Red Hat,Soficom,Independent,Fujitsu",8,2672,30.3291713961407491,"justinsb,chenopis,spxtr,krzyzacy,aledbf,deads2k,r2d4,wojtek-t,mattymo,chrislovecnm,pmorie,fejta,Steve53,technosophos,devin-donnelly,ixdy,liggitt,zmerlynn,mikedanese,bogdando,lachie83,rmmh,aaronlevy,wongma7,prydonius","FathomDB,Google,Soficom,Red Hat,Mirantis,CNM Consulting,Microsoft,Bitnami",8,5732,36.6308793456032720,"liggitt,deads2k,sttts,justinsb,krzyzacy,chrislovecnm,luxas,kargakis,wojtek-t,smarterclayton,fejta,pmorie,thockin,duglin,caesarxuchao,spxtr,ixdy,derekwaynecarr,gmarek,JanetKuo,vishh,MHBauer,pwittrock,lavalamp,arschles","Red Hat,Mesosphere,FathomDB,Google,CNM Consulting,Independent,IBM,Microsoft",8,10785,42.0271218143558569,"deads2k,liggitt,smarterclayton,justinsb,chrislovecnm,kargakis,thockin,luxas,ixdy,krzyzacy,spxtr,wojtek-t,yujuhong,aledbf,technosophos,fejta,sttts,madhusudancs,ncdc,davidopp,mikedanese,derekwaynecarr,k82,ethernetdan,taotaotheripper","Red Hat,FathomDB,CNM Consulting,Google,Independent,Soficom,Microsoft,Mesosphere,FOSSEE,ASG Consulting",10,20898,31.2722593002723491
1008,2017-03-28T16:23:06Z,2017-06-29T22:53:16Z,v1.6.0 - v1.7.0,93,28464,5397,8779,14288,27554,70090,2585,157,1915,1302,759,3614,601,33,367,489,247,680,306.06451612903226,58.03225806451613,94.39784946236558,153.63440860215053,296.2795698924731,753.6559139784946,"chenopis,aledbf,Steve53,krzyzacy,justinsb,fejta,chrislovecnm,mwielgus,mumoshu,mbohlool,pwittrock,thockin,spxtr,wongma7,taotaotheripper,feiskyer,runcom,r2d4,kargakis,pmorie,smarterclayton,maciaszczykm,luxas,ixdy,floreks","Google,Soficom,FathomDB,CNM Consulting,Cloud Works,Red Hat,Hyper.sh,Fujitsu,Independent",9,10449,36.7095278246205734,"chenopis,Steve53,krzyzacy,aledbf,justinsb,runcom,mbohlool,ideahitme,mumoshu,mwielgus,wongma7,pwittrock,chrislovecnm,fejta,prydonius,spxtr,r2d4,technosophos,taotaotheripper,mrunalp,feiskyer,lachie83,floreks,linki,rmmh","Google,Soficom,FathomDB,Red Hat,Cloud Works,CNM Consulting,Bitnami,Microsoft,Hyper.sh,Fujitsu,Zalando",11,3486,64.5914396887159533,"thockin,kargakis,smarterclayton,luxas,aledbf,fejta,chrislovecnm,maciaszczykm,mumoshu,roberthbailey,pmorie,floreks,liggitt,mikedanese,mwielgus,mbohlool,yujuhong,justinsb,chenopis,dchen1107,spxtr,arschles,feiskyer,r2d4,cdrage","Google,Red Hat,Independent,Soficom,CNM Consulting,Fujitsu,Cloud Works,FathomDB,Microsoft,Hyper.sh",10,2773,31.5867410866841326,"chenopis,Steve53,krzyzacy,aledbf,justinsb,mwielgus,chrislovecnm,pwittrock,fejta,spxtr,zhangxiaoyu-zidif,wongma7,taotaotheripper,mbohlool,feiskyer,ixdy,mumoshu,r2d4,runcom,caesarxuchao,pmorie,mrunalp,mikedanese,gmarek,prydonius","Google,Soficom,FathomDB,CNM Consulting,ZTE,Red Hat,Hyper.sh,Cloud Works,Bitnami",9,5131,35.9112541993281075,"liggitt,taotaotheripper,deads2k,sttts,kargakis,fejta,smarterclayton,wojtek-t,krzyzacy,caesarxuchao,lavalamp,thockin,luxas,timstclair,spxtr,chenopis,pwittrock,pmorie,chrislovecnm,yujuhong,mwielgus,mikebrow,MHBauer,mtaufen,mumoshu","Red Hat,Mesosphere,Google,Independent,CNM Consulting,IBM,Cloud Works",7,10279,37.3049285040284532,"kargakis,liggitt,smarterclayton,thockin,zhaoxpZTE,chrislovecnm,fejta,luxas,caesarxuchao,deads2k,cblecker,wojtek-t,krzyzacy,spiffxp,ixdy,k82,justinsb,aledbf,mumoshu,dchen1107,yujuhong,mikedanese,spxtr,chenopis,cmluciano","Red Hat,Google,CNM Consulting,Independent,Kelowna,Samsung,FathomDB,Soficom,Cloud Works,IBM",10,20512,29.2652304180339563
