Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
2014,1/2/2014,1/1/2015,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%,89.0%
2015,1/1/2015,1/1/2016,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%
2016,1/1/2016,1/1/2017,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%,58.9%
2017,1/1/2017,1/1/2018,95.9%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%,96.4%
2018,1/1/2018,4/17/2018,97.7%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
