Release,Date from,Date to,Top 1 companies contributions as percent of all,Top 2 companies contributions as percent of all,Top 3 companies contributions as percent of all,Top 4 companies contributions as percent of all,Top 5 companies contributions as percent of all,Top 10 companies contributions as percent of all,Top 15 companies contributions as percent of all,Top 20 companies contributions as percent of all,Top 25 companies contributions as percent of all,Top 30 companies contributions as percent of all,Top 50 companies contributions as percent of all,Top 100 companies contributions as percent of all,Top 200 companies contributions as percent of all,Top 500 companies contributions as percent of all,Top 1000 companies contributions as percent of all
Quarter from 10/2016,10/1/2016,1/1/2017,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%,90.6%
Quarter from 01/2017,1/1/2017,4/1/2017,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%,59.0%
Quarter from 04/2017,4/1/2017,7/1/2017,76.6%,81.3%,81.5%,81.7%,81.8%,81.9%,81.9%,81.9%,81.9%,81.9%,81.9%,81.9%,81.9%,81.9%,81.9%
Quarter from 07/2017,7/1/2017,10/1/2017,55.3%,61.7%,63.3%,64.7%,65.1%,65.9%,65.9%,65.9%,65.9%,65.9%,65.9%,65.9%,65.9%,65.9%,65.9%
Quarter from 10/2017,10/1/2017,1/1/2018,52.6%,56.4%,57.1%,57.7%,58.0%,58.8%,59.0%,59.2%,59.2%,59.2%,59.2%,59.2%,59.2%,59.2%,59.2%
Quarter from 01/2018,1/1/2018,4/1/2018,58.2%,68.8%,69.1%,69.4%,69.7%,70.3%,70.7%,70.7%,70.7%,70.7%,70.7%,70.7%,70.7%,70.7%,70.7%
