Release,Date from,Date to,Distinct companies for top 1 contributors,Distinct companies for top 2 contributors,Distinct companies for top 3 contributors,Distinct companies for top 4 contributors,Distinct companies for top 5 contributors,Distinct companies for top 10 contributors,Distinct companies for top 15 contributors,Distinct companies for top 20 contributors,Distinct companies for top 25 contributors,Distinct companies for top 30 contributors,Distinct companies for top 50 contributors,Distinct companies for top 100 contributors,Distinct companies for top 200 contributors,Distinct companies for top 500 contributors,Distinct companies for top 1000 contributors
2015,2/23/2015,1/1/2016,1,1,1,1,1,1,1,1,1,1,6,15,32,66,66
2016,1/1/2016,1/1/2017,1,1,1,1,1,1,1,1,1,2,6,16,30,63,99
2017,1/1/2017,1/1/2018,1,1,1,1,1,1,1,1,1,1,2,13,29,59,127
2018,1/1/2018,4/17/2018,1,1,1,1,1,1,1,1,1,1,3,9,19,37,37
