Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
2014,6/1/2014,1/1/2015,63.2%,87.7%,89.1%,90.1%,90.7%,92.8%,94.0%,94.9%,95.5%,95.8%,96.4%,96.7%,96.7%,96.7%,96.7%
2015,1/1/2015,1/1/2016,91.2%,95.6%,99.0%,99.4%,99.6%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%
2016,1/1/2016,1/1/2017,64.4%,73.1%,81.4%,85.4%,88.4%,93.7%,94.9%,95.4%,95.7%,95.7%,95.7%,95.7%,95.7%,95.7%,95.7%
2017,1/1/2017,1/1/2018,43.1%,56.4%,61.4%,65.0%,67.7%,76.3%,82.2%,85.4%,87.3%,88.5%,90.0%,90.1%,90.1%,90.1%,90.1%
2018,1/1/2018,4/23/2018,21.9%,39.5%,51.3%,59.4%,65.5%,78.5%,85.2%,89.4%,91.7%,93.1%,93.7%,93.7%,93.7%,93.7%,93.7%
