Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
Before joining CNCF,4/5/2015,5/23/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks"
Since joining CNCF,5/23/2017,4/17/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks,Metaswitch","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera","Red Hat,Pivotal,Weaveworks,Metaswitch,Tigera"
