ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-01-01T00:00:00Z,2016-03-10T00:00:00Z,Before joining CNCF,799,120641,40822,26603,53216,86979,195058,3958,566,2759,2050,887,4121,718,134,396,622,242,649,150.98998748435545,51.09136420525657,33.29536921151439,66.60325406758449,108.85982478097623,244.12765957446808,"brendandburns,lavalamp,thockin,bgrant0607,alainjobart,juliusv,fabxc,ctiller,repeatedly,smarterclayton,erictune,dchen1107,sougou,zmerlynn,mikedanese","Google,YouTube,SoundCloud,Treasure Data,Red Hat",5,33956,28.1463184157956250,"alainjobart,brendandburns,fabxc,juliusv,lavalamp,sougou,repeatedly,thockin,bgrant0607,smarterclayton,enisoc,erictune,derekcollison,beorn7,jbeda","YouTube,Google,SoundCloud,Treasure Data,Red Hat,Apcera",6,15165,37.1490862770074960,"bgrant0607,thockin,ctiller,lavalamp,brendandburns,jtattermusch,dchen1107,erictune,ejona86,roberthbailey,murgatroid99,smarterclayton,repeatedly,gmarek,quinton-hoole","Google,Red Hat,Treasure Data",3,6986,26.2601962184716009,"brendandburns,lavalamp,thockin,ctiller,bgrant0607,juliusv,mikedanese,smarterclayton,wojtek-t,zmerlynn,erictune,dchen1107,fabxc,nicolasnoble,murgatroid99","Google,SoundCloud,Red Hat",3,14150,26.5897474443776308,"lavalamp,bgrant0607,thockin,smarterclayton,brendandburns,davidopp,juliusv,ejona86,erictune,wojtek-t,pmorie,vishh,jonboulle,caesarxuchao,liggitt","Google,Red Hat,SoundCloud",3,33270,38.2506122167419722,"bgrant0607,thockin,lavalamp,smarterclayton,wojtek-t,brendandburns,erictune,dchen1107,davidopp,derekwaynecarr,zmerlynn,roberthbailey,yujuhong,pmorie,bprashanth","Google,Red Hat",2,67797,34.7573542228465380
2,2016-03-10T00:00:00Z,2018-04-13T00:00:00Z,Since joining CNCF,764,352206,87643,97728,166835,269089,657927,18904,645,14591,8497,3863,22819,1859,127,1137,1801,861,1756,461.0026178010471,114.71596858638743,127.91623036649214,218.37041884816753,352.2107329842932,861.1609947643979,"mattklein123,miekg,chenopis,justinsb,brian-brazil,jtattermusch,aledbf,krzyzacy,lukaszgryglicki,repeatedly,taotaotheripper,kozlovic,Steve53,fejta,fabxc","Lyft,Google,FathomDB,Robust Perception,Soficom,CNCF,Treasure Data,Apcera,Red Hat",9,52862,15.0088300596809822,"mattklein123,lukaszgryglicki,chenopis,miekg,repeatedly,brian-brazil,edsiper,kozlovic,fabxc,junr03,yurishkuro,tagomoris,aledbf,jtattermusch,grobie","Lyft,CNCF,Google,Treasure Data,Robust Perception,Apcera,Red Hat,Uber,Soficom,SoundCloud",10,23682,27.0209828508836986,"brian-brazil,justinsb,jtattermusch,chrislovecnm,fejta,miekg,luxas,aledbf,thockin,technosophos,taotaotheripper,kargakis,mattklein123,mikedanese,liggitt","Robust Perception,FathomDB,Google,CNM Consulting,Independent,Soficom,Microsoft,Red Hat,Lyft",9,12779,13.0760887360838245,"justinsb,chenopis,mattklein123,krzyzacy,aledbf,jtattermusch,miekg,Steve53,taotaotheripper,brian-brazil,spxtr,ctiller,mwielgus,wojtek-t,fejta","FathomDB,Google,Lyft,Soficom,Robust Perception",5,23985,14.3764797554469985,"liggitt,sttts,mattklein123,deads2k,taotaotheripper,luxas,wojtek-t,htuch,thockin,brian-brazil,lavalamp,smarterclayton,kargakis,caesarxuchao,ixdy","Red Hat,Lyft,Independent,Google,Robust Perception",5,51717,19.2192917584888271,"liggitt,smarterclayton,chrislovecnm,thockin,wojtek-t,brian-brazil,luxas,krzyzacy,deads2k,ixdy,kargakis,justinsb,taotaotheripper,BenTheElder,yujuhong","Red Hat,CNM Consulting,Google,Robust Perception,Independent,FathomDB",6,93237,14.1713290380239753
1001,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z,2014,365,22396,14436,2368,5592,9016,16992,794,401,381,439,170,596,180,108,78,146,47,145,61.35890410958904,39.55068493150685,6.487671232876712,15.32054794520548,24.7013698630137,46.553424657534244,"brendandburns,lavalamp,alainjobart,thockin,jbeda,smarterclayton,repeatedly,sougou,erictune,bgrant0607,derekwaynecarr,enisoc,dchen1107,satnam6502,henryanand","Google,YouTube,Red Hat,Treasure Data",4,12964,57.8853366672620111,"brendandburns,alainjobart,lavalamp,sougou,thockin,smarterclayton,repeatedly,jbeda,erictune,derekwaynecarr,henryanand,satnam6502,enisoc,bgrant0607,markturansky","Google,YouTube,Red Hat,Treasure Data",4,8135,56.3521751177611527,"brendandburns,lavalamp,bgrant0607,thockin,repeatedly,jbeda,erictune,dchen1107,smarterclayton,juliusv,roberthbailey,vladimir-v-diaz,kiyoto,ddysher,derekcollison","Google,Treasure Data,Red Hat,SoundCloud,NYU,Apcera",6,1433,60.5152027027027027,"brendandburns,lavalamp,jbeda,thockin,smarterclayton,repeatedly,bgrant0607,dchen1107,erictune,vladimir-v-diaz,alainjobart,enisoc,derekwaynecarr,sougou,uu59","Google,Red Hat,Treasure Data,NYU,YouTube",5,3763,67.2925608011444921,"lavalamp,thockin,smarterclayton,brendandburns,bgrant0607,erictune,jbeda,filbranden,Sarsate,repeatedly,derekwaynecarr,proppy,dchen1107,ddysher,ghodss","Google,Red Hat,Treasure Data,Box",4,7300,80.9671694764862467,"lavalamp,smarterclayton,brendandburns,thockin,bgrant0607,jbeda,erictune,repeatedly,dchen1107,derekwaynecarr,sonots,tagomoris,filbranden,monnand,satnam6502","Google,Red Hat,Treasure Data,DeNA",4,12088,71.1393596986817326
1002,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,2015,365,78352,21160,18476,38716,62349,138871,2764,206,2017,1436,673,3020,542,44,312,461,191,521,214.66301369863012,57.97260273972603,50.61917808219178,106.07123287671233,170.81917808219177,380.46849315068494,"juliusv,fabxc,thockin,brendandburns,bgrant0607,ctiller,zmerlynn,alainjobart,dchen1107,jonboulle,wojtek-t,mikedanese,vmarmol,erictune,nicolasnoble","SoundCloud,Google,YouTube,Red Hat",4,21531,27.4798345926077190,"juliusv,fabxc,alainjobart,bgrant0607,vmarmol,repeatedly,beorn7,brendandburns,thockin,zmerlynn,sougou,jonboulle,edsiper,stuartnelson3,nicolasnoble","SoundCloud,YouTube,Google,Treasure Data,Red Hat",5,7987,37.7457466918714556,"thockin,bgrant0607,ctiller,jtattermusch,ejona86,brendandburns,erictune,lavalamp,dchen1107,roberthbailey,satnam6502,murgatroid99,zmerlynn,jonboulle,quinton-hoole","Google,Red Hat",2,4941,26.7428014721801256,"brendandburns,ctiller,juliusv,thockin,mikedanese,wojtek-t,zmerlynn,bgrant0607,nicolasnoble,vmarmol,fabxc,erictune,jonboulle,dchen1107,murgatroid99","Google,SoundCloud,Red Hat",3,10215,26.3844405413782416,"bgrant0607,thockin,lavalamp,smarterclayton,juliusv,davidopp,ejona86,brendandburns,pmorie,wojtek-t,vishh,jonboulle,caesarxuchao,erictune,liggitt","Google,Red Hat,SoundCloud",3,23574,37.8097483520184766,"bgrant0607,thockin,smarterclayton,lavalamp,wojtek-t,dchen1107,brendandburns,erictune,zmerlynn,davidopp,roberthbailey,juliusv,pmorie,derekwaynecarr,vishh","Google,Red Hat,SoundCloud",3,48457,34.8935342872161934
1003,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,2016,366,123528,31065,35609,56854,95106,235134,6341,364,4824,2980,1340,7210,992,65,601,855,349,979,337.5081967213115,84.87704918032787,97.29234972677595,155.33879781420765,259.8524590163934,642.4426229508197,"justinsb,jtattermusch,bryk,technosophos,miekg,tagomoris,wojtek-t,mikedanese,fejta,brian-brazil,fabxc,spxtr,ctiller,gmarek,mwielgus","FathomDB,Google,Microsoft,Treasure Data,Robust Perception,Red Hat",6,22103,17.8931092545819571,"tagomoris,miekg,riyazdf,mcqueary,jtattermusch,bryk,edsiper,olix0r,johndmulhausen,fabxc,bensigelman,repeatedly,kozlovic,brian-brazil,adleong","Treasure Data,Google,Docker,Apcera,Buoyant,Red Hat,LightStep,Robust Perception",8,9468,30.4780299372283921,"justinsb,fejta,jtattermusch,technosophos,bprashanth,bgrant0607,mikedanese,thockin,lavalamp,piosz,wojtek-t,pwittrock,bryk,miekg,yujuhong","FathomDB,Google,Microsoft",3,6588,18.5009407733999832,"justinsb,jtattermusch,wojtek-t,bryk,spxtr,ctiller,gmarek,technosophos,mwielgus,mikedanese,ejona86,nicolasnoble,dlorenc,eparis,tagomoris","FathomDB,Google,Microsoft,Red Hat,Treasure Data",5,10504,18.4753931121820804,"lavalamp,wojtek-t,thockin,smarterclayton,deads2k,ixdy,bprashanth,liggitt,bgrant0607,caesarxuchao,yujuhong,brian-brazil,kargakis,nikhiljindal,vishh","Google,Red Hat,Robust Perception",3,22364,23.5148150484722310,"bgrant0607,smarterclayton,thockin,wojtek-t,lavalamp,bprashanth,ixdy,yujuhong,mikedanese,bryk,luxas,davidopp,vishh,taotaotheripper,deads2k","Google,Red Hat,Independent",3,48944,20.8153648557843613
1004,2017-01-01T00:00:00Z,2018-01-01T00:00:00Z,2017,365,192817,48478,52591,91748,149222,352851,11741,513,9011,5317,2570,14577,1496,103,894,1410,685,1465,528.2657534246575,132.81643835616438,144.0849315068493,251.36438356164385,408.827397260274,966.7150684931507,"chenopis,mattklein123,aledbf,miekg,krzyzacy,brian-brazil,Steve53,justinsb,taotaotheripper,repeatedly,lukaszgryglicki,chrislovecnm,ctiller,jtattermusch,r2d4","Google,Lyft,Soficom,Robust Perception,FathomDB,Treasure Data,CNCF,CNM Consulting",8,33070,17.1509773515820700,"chenopis,mattklein123,lukaszgryglicki,miekg,junr03,repeatedly,Steve53,brian-brazil,aledbf,edsiper,grobie,krzyzacy,kozlovic,fabxc,yurishkuro","Google,Lyft,CNCF,Treasure Data,Robust Perception,Soficom,SoundCloud,Apcera,Red Hat,Uber",10,15351,31.6659103098312637,"brian-brazil,luxas,chrislovecnm,aledbf,jtattermusch,kargakis,miekg,dgquintas,mattklein123,justinsb,thockin,taotaotheripper,liggitt,maciaszczykm,pmorie","Robust Perception,Independent,CNM Consulting,Soficom,Google,Red Hat,Lyft,FathomDB,Fujitsu",9,7492,14.2457834990777890,"chenopis,krzyzacy,mattklein123,aledbf,Steve53,justinsb,taotaotheripper,miekg,brian-brazil,ctiller,mattymo,spxtr,crosbymichael,r2d4,htuch","Google,Lyft,Soficom,FathomDB,Robust Perception,Mirantis,Docker",7,15488,16.8810219296333435,"liggitt,mattklein123,sttts,luxas,htuch,deads2k,taotaotheripper,brian-brazil,krzyzacy,kargakis,msau42,smarterclayton,caesarxuchao,fejta,justinsb","Red Hat,Lyft,Independent,Google,Robust Perception,FathomDB",6,29874,20.0198362171797724,"liggitt,chrislovecnm,krzyzacy,luxas,kargakis,zhaoxpZTE,smarterclayton,brian-brazil,deads2k,thockin,dims,justinsb,aledbf,sttts,BenTheElder","Red Hat,CNM Consulting,Google,Independent,Robust Perception,Huawei,FathomDB,Soficom",8,53122,15.0550799062493800
1005,2018-01-01T00:00:00Z,2018-04-13T00:00:00Z,2018,102,55754,13326,15287,27141,40375,109137,6186,361,4465,3017,1625,8335,615,84,419,479,310,752,546.6078431372549,130.64705882352942,149.87254901960785,266.0882352941176,395.8333333333333,1069.9705882352941,"lukaszgryglicki,mattklein123,miekg,brian-brazil,dankohn,yurishkuro,taotaotheripper,aledbf,htuch,kozlovic,bacongobbler,tsandall,jtattermusch,dlx,SuperQ","CNCF,Lyft,Google,Robust Perception,Uber,Soficom,Apcera,Microsoft,Styra,IPB",10,10233,18.3538400832227284,"lukaszgryglicki,mattklein123,miekg,dlx,dankohn,yurishkuro,kozlovic,brian-brazil,htuch,floreks,SuperQ,maciaszczykm,MarkThink,aledbf,repeatedly","CNCF,Lyft,Google,Uber,Apcera,Robust Perception,Fujitsu,IPB,Caicloud,Soficom,Treasure Data",11,5348,40.1320726399519736,"dankohn,brian-brazil,aledbf,taotaotheripper,yurishkuro,bacongobbler,miekg,jtattermusch,mattklein123,krzyzacy,floreks,liggitt,rdcastro,tengqm,DirectXMan12","CNCF,Robust Perception,Soficom,Uber,Microsoft,Google,Lyft,Fujitsu,Red Hat,IBM",10,2253,14.7380126905213580,"mattklein123,taotaotheripper,AdamDang,miekg,htuch,aledbf,yurishkuro,brian-brazil,BenTheElder,tsandall,justinsb,ejona86,krzyzacy,zpencer,MarkThink","Lyft,DaoCloud,Google,Soficom,Uber,Robust Perception,Styra,FathomDB,Caicloud",9,3904,14.3841420728786706,"mattklein123,sttts,liggitt,htuch,BenTheElder,unguiculus,taotaotheripper,hzxuzhonghu,deads2k,brian-brazil,jmarantz,msau42,yurishkuro,krzyzacy,stevekuznetsov","Lyft,Red Hat,Google,Codecentric AG,Huawei,Robust Perception,Uber",7,8609,21.3226006191950464,"BenTheElder,liggitt,unguiculus,dims,krzyzacy,brian-brazil,chrislovecnm,cblecker,mattklein123,heckj,ixdy,aledbf,hzxuzhonghu,sttts,taotaotheripper","Google,Red Hat,Codecentric AG,Huawei,Robust Perception,CNM Consulting,Kelowna,Lyft,Dell,Soficom",10,16870,15.4576358155346033
2001,2014-01-01T00:00:00Z,2014-02-01T00:00:00Z,01/2014,31,457,358,45,54,19,165,44,18,22,17,10,39,13,8,5,9,4,12,14.741935483870968,11.548387096774194,1.4516129032258065,1.7419354838709677,0.6129032258064516,5.32258064516129,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,mazgi,okahashi117,kzk,suzukaze,ryszard,derekcollison,trishankkarthik,JustinCappos,vito","YouTube,NYU,Treasure Data,Maverick,JBAT,Ubiregi,Google,Apcera",8,414,90.5908096280087527,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,mazgi,okahashi117,ryszard,trishankkarthik,kzk,guoliang100,derekcollison,shrutip,MasayukiKiyota","YouTube,NYU,Treasure Data,Maverick,JBAT,Google,Apcera",7,354,98.8826815642458101,"vladimir-v-diaz,vito,JustinCappos,repeatedly,cyberabis,diwakergupta,jace,yssk22,phaothu,mazgi,tagomoris,zanefisher,erbdex,tomohisaota,suzukaze","NYU,Treasure Data,Funky,Maverick,Ubiregi",5,38,84.4444444444444444,"repeatedly,kiyoto,suzukaze,kzk,vladimir-v-diaz,sonots,derekcollison,y-ken,usk,RafaelSzefler,ryotarai,mazgi,trishankkarthik,fangli,choplin","Treasure Data,Ubiregi,NYU,DeNA,Apcera,Livesense,Cookpad,Maverick",8,52,96.2962962962962963,"repeatedly,derekcollison,sonots,philpennock,JustinCappos,tomohisaota,krobertson,trishankkarthik,vladimir-v-diaz,cee-dub","Treasure Data,Apcera,DeNA,NYU",4,19,100.0000000000000000,"vladimir-v-diaz,repeatedly,trishankkarthik,sonots,tagomoris,kiyoto,suzukaze,y-ken,derekcollison,JustinCappos,frsyuki,imkira,tbrosman,kzk,vito","NYU,Treasure Data,DeNA,Ubiregi,Livesense,Apcera",6,138,83.6363636363636364
2002,2014-02-01T00:00:00Z,2014-03-01T00:00:00Z,02/2014,28,485,384,38,63,34,147,41,23,16,20,8,37,13,10,5,8,5,15,17.321428571428573,13.714285714285714,1.3571428571428572,2.25,1.2142857142857142,5.25,"alainjobart,repeatedly,sougou,kzk,kiyoto,vladimir-v-diaz,sonots,hkmurakami,xerial,suzukaze,derekcollison,trishankkarthik,y-ken,guoliang100,shrutip","YouTube,Treasure Data,NYU,DeNA,Ubiregi,Apcera,Livesense,Google",8,442,91.1340206185567010,"alainjobart,sougou,repeatedly,kzk,kiyoto,vladimir-v-diaz,hkmurakami,sonots,guoliang100,xerial,suzukaze,shrutip,okahashi117,y-ken,derekcollison","YouTube,Treasure Data,NYU,DeNA,Google,Ubiregi,JBAT,Livesense,Apcera",9,371,96.6145833333333333,"trishankkarthik,vladimir-v-diaz,repeatedly,derekcollison,nyarly,y-ken,romanoff,hotei,josephsu,MelvinK,arascanakin,komamitsu,sapg,xerial,sougou","NYU,Treasure Data,Apcera,Livesense,YouTube",5,37,97.3684210526315789,"repeatedly,sonots,suzukaze,kzk,kiyoto,sougou,tagomoris,ryotarai,y-ken,xerial,MasayukiKiyota,kiela,lucapette,ryanseddon,cynipe","Treasure Data,DeNA,Ubiregi,YouTube,Cookpad,Livesense,Acorns",7,58,92.0634920634920635,"SantiagoTorres,repeatedly,trishankkarthik,vladimir-v-diaz,y-ken,kesuzuki,ryotarai,suzukaze","Treasure Data,NYU,Livesense,Cookpad,Ubiregi",5,34,100.0000000000000000,"repeatedly,vladimir-v-diaz,derekcollison,xerial,trishankkarthik,tagomoris,SantiagoTorres,komamitsu,kiyoto,vito,muga,sougou,hkmurakami,suzukaze,y-ken","Treasure Data,NYU,Apcera,YouTube,Ubiregi,Livesense",6,117,79.5918367346938776
2003,2014-03-01T00:00:00Z,2014-04-01T00:00:00Z,03/2014,31,388,283,56,49,44,171,44,20,20,18,5,44,17,9,8,10,2,16,12.516129032258064,9.129032258064516,1.8064516129032258,1.5806451612903225,1.4193548387096775,5.516129032258065,"sougou,repeatedly,alainjobart,prometheus-roobot,vladimir-v-diaz,sonots,ryszard,juliusv,u-c-l,hkmurakami,trishankkarthik,semihalev,y-ken,kiyoto,shrutip","YouTube,Treasure Data,NYU,DeNA,Google,SoundCloud,Netdirekt,Livesense",8,346,89.1752577319587629,"sougou,alainjobart,repeatedly,prometheus-roobot,sonots,ryszard,vladimir-v-diaz,u-c-l,hkmurakami,y-ken,shrutip,semihalev,kiyoto,JustinCappos,kzk","YouTube,Treasure Data,DeNA,Google,NYU,Livesense,Netdirekt",7,276,97.5265017667844523,"repeatedly,juliusv,vladimir-v-diaz,lipengyuntian,amagnus,advidi-alex,bernerdschaefer,kiyoto,trishankkarthik,Tsidkenu,jish,sgulati89,rahuldahiya,grobie,yyamano","Treasure Data,SoundCloud,NYU,thoughtbot,groom gbr",5,51,91.0714285714285714,"repeatedly,vladimir-v-diaz,sonots,cubicdaiya,trishankkarthik,semihalev,sabottenda,suzukaze,tbrosman,yoloseem,miyagawa,jmoses,disq,tagomoris,fatum","Treasure Data,NYU,DeNA,Netdirekt,Mercari,Ubiregi,The BeatPacking Company,Fastly,DataStax",9,46,93.8775510204081633,"trishankkarthik,repeatedly,frsyuki,vladimir-v-diaz,kesuzuki","Treasure Data,NYU",2,44,100.0000000000000000,"repeatedly,trishankkarthik,sonots,vladimir-v-diaz,juliusv,frsyuki,lipengyuntian,rahuldahiya,tagomoris,typingduck,szhem,josephsu,matttproud,kiyoto,chobie","Treasure Data,DeNA,NYU,SoundCloud,WATTx,Google,GREE",7,134,78.3625730994152047
