Release,Date from,Date to,Top 1 companies contributions as percent of all,Top 2 companies contributions as percent of all,Top 3 companies contributions as percent of all,Top 4 companies contributions as percent of all,Top 5 companies contributions as percent of all,Top 10 companies contributions as percent of all,Top 15 companies contributions as percent of all,Top 20 companies contributions as percent of all,Top 25 companies contributions as percent of all,Top 30 companies contributions as percent of all,Top 50 companies contributions as percent of all,Top 100 companies contributions as percent of all,Top 200 companies contributions as percent of all,Top 500 companies contributions as percent of all,Top 1000 companies contributions as percent of all
2016,3/18/2016,1/1/2017,87.4%,93.3%,95.4%,96.4%,97.0%,97.6%,97.9%,98.0%,98.0%,98.0%,98.0%,98.0%,98.0%,98.0%,98.0%
2017,1/1/2017,1/1/2018,73.5%,92.0%,92.3%,92.7%,93.0%,94.2%,94.7%,95.1%,95.4%,95.5%,95.7%,95.7%,95.7%,95.7%,95.7%
2018,1/1/2018,4/17/2018,61.4%,91.1%,92.7%,93.0%,93.2%,93.8%,93.8%,93.8%,93.8%,93.8%,93.8%,93.8%,93.8%,93.8%,93.8%
