date_from,date_to,release,n_top_contributing_coms 1,n_top_contributing_coms 2,n_top_contributing_coms 3,n_top_contributing_coms 5,n_top_contributing_coms 10,n_top_contributing_coms 15,n_top_contributing_coms 20,n_top_contributing_coms 25,n_top_contributing_coms 30,n_top_contributing_coms 50,n_top_contributing_coms 100,n_top_contributing_coms 200,n_top_contributing_coms 500,n_top_contributing_coms 1000,top_contributions_perc 1,top_contributions_perc 2,top_contributions_perc 3,top_contributions_perc 5,top_contributions_perc 10,top_contributions_perc 15,top_contributions_perc 20,top_contributions_perc 25,top_contributions_perc 30,top_contributions_perc 50,top_contributions_perc 100,top_contributions_perc 200,top_contributions_perc 500,top_contributions_perc 1000
2014-01-06T00:00:00Z,2016-05-09T00:00:00Z,Before joining CNCF,1,1,1,3,7,10,13,15,16,27,50,89,169,178,19.7095603065752319,37.8943122226704316,48.0919725695845099,65.0746268656716418,81.0730133118192820,86.1234368697055264,87.8338039532069383,88.7373941105284389,89.3989511899959661,90.8995562726906010,93.2150060508269463,95.9338442920532473,99.4029850746268657,100.0000000000000000
2016-05-09T00:00:00Z,2018-04-12T00:00:00Z,Since joining CNCF,1,2,3,4,9,10,11,15,19,30,46,70,149,211,19.5974990230558812,30.2364204767487300,38.3597108245408363,49.8192653380226651,61.9919890582258695,66.9353262993356780,69.9443141852286049,72.3378272762797968,73.5248143806174287,75.6887456037514654,78.7026182102383744,82.2880031262211801,87.8614693239546698,92.9464634622899570
2014-01-06T00:00:00Z,2015-01-26T14:54:01Z,start - v0.10.0,1,1,1,1,6,9,10,10,10,10,10,10,10,10,40.4191616766467066,54.2914171656686627,65.8682634730538922,86.3273453093812375,98.8023952095808383,99.6007984031936128,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000
2015-01-26T14:54:01Z,2016-06-15T15:52:52Z,v0.10.0 - v0.20.0,1,1,1,3,7,10,14,15,17,26,47,92,160,202,18.4723815767906901,35.1745615472873299,45.4761514505818718,64.1780036059662350,80.0524504179642682,84.8303556793968202,86.3055236846418620,87.0922799541058843,87.6905425340108179,89.3132273397803639,91.7800360596623504,94.6811998033109326,98.6559580396656286,100.0000000000000000
2016-06-15T15:52:52Z,2016-07-18T14:19:29Z,v0.20.0 - v1.0.0,1,2,3,5,7,9,10,13,13,21,37,38,38,38,35.4889589905362776,55.0473186119873817,63.5646687697160883,69.5583596214511041,76.3406940063091483,80.1261829652996845,82.8075709779179811,84.7003154574132492,86.2776025236593060,91.6403785488958991,99.5268138801261830,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-07-18T14:19:29Z,2016-09-03T19:01:04Z,v1.0.0 - v1.1.0,1,2,2,4,6,9,11,14,17,24,41,60,60,60,17.0693686671862822,30.8651597817614965,44.2712392829306313,64.5362431800467654,76.7731878409976617,79.4232268121590023,81.3717848791893998,82.8526890101325019,84.0218238503507405,88.0748246297739673,94.3881527669524552,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-09-03T19:01:04Z,2016-10-07T12:50:26Z,v1.1.0 - v1.2.0,1,2,3,4,7,12,14,16,19,25,42,50,50,50,14.9572649572649573,27.5641025641025641,40.1709401709401709,59.0811965811965812,75.7478632478632479,78.7393162393162393,80.8760683760683761,82.4786324786324786,84.0811965811965812,88.8888888888888889,95.8333333333333333,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-10-07T12:50:26Z,2016-11-01T16:24:33Z,v1.2.0 - v1.3.0,1,2,2,3,7,10,11,12,13,25,41,41,41,41,26.6666666666666667,40.8333333333333333,52.6666666666666667,64.5000000000000000,77.1666666666666667,80.6666666666666667,83.0000000000000000,84.6666666666666667,86.3333333333333333,91.3333333333333333,99.6666666666666667,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-11-01T16:24:33Z,2016-11-25T12:35:04Z,v1.3.0 - v1.4.0,1,2,3,5,7,9,10,14,15,18,30,33,33,33,20.8904109589041096,38.6986301369863014,54.6232876712328767,66.0958904109589041,73.8013698630136986,77.3972602739726027,79.9657534246575342,81.8493150684931507,83.5616438356164384,90.0684931506849315,98.6301369863013699,100.0000000000000000,100.0000000000000000,100.0000000000000000
2016-11-25T12:35:04Z,2017-01-23T13:09:57Z,v1.4.0 - v1.5.0,1,2,3,5,7,10,12,14,15,20,28,45,53,53,16.7870036101083032,29.0613718411552347,39.4404332129963899,54.6931407942238267,64.2599277978339350,67.8700361010830325,70.6678700361010830,72.6534296028880866,74.4584837545126354,79.4223826714801444,88.4476534296028881,97.8339350180505415,100.0000000000000000,100.0000000000000000
2017-01-23T13:09:57Z,2017-04-14T18:14:27Z,v1.5.0 - v1.6.0,1,2,2,4,8,10,12,13,14,19,29,61,102,102,22.8560341482343811,35.4675979821497866,46.5657741559953434,60.1862630966239814,71.6724873884361661,74.6604578967792006,76.6006984866123399,77.8812572759022119,78.8901823826154443,81.8781528909584789,86.4183158711680248,92.7435001940240590,100.0000000000000000,100.0000000000000000
2017-04-14T18:14:27Z,2017-06-07T09:41:34Z,v1.6.0 - v1.7.0,1,2,3,4,6,9,10,12,14,20,30,50,66,66,17.6557135850907308,31.8783717508582639,41.2947523295733203,52.2314860225600785,70.2795487984306032,76.4590485532123590,79.3035801863658656,81.0201078960274644,82.1971554683668465,85.6792545365375184,91.1230995586071604,96.8612064737616479,100.0000000000000000,100.0000000000000000
2017-06-07T09:41:34Z,2017-10-06T22:10:48Z,v1.7.0 - v1.8.0,1,2,3,4,7,10,13,15,17,25,43,57,101,126,20.8365608055770720,32.3263619932868577,41.8022205009036922,50.8649625613219726,62.3289439710818487,67.7252775626129615,71.3142266976504002,73.5347276013426285,74.7740769429382907,78.2081074102762716,82.8298476633100955,88.5618383681900336,97.3922024270591273,100.0000000000000000
2017-10-06T22:10:48Z,2017-11-08T07:09:51Z,v1.8.0 - v2.0.0,1,2,3,5,9,9,12,15,17,22,37,53,57,57,19.8895027624309392,33.0702446724546172,43.4096290449881610,54.3804262036306235,68.3504340962904499,73.0860299921073402,75.4538279400157853,77.1902131018153118,78.6898184688239937,83.1886345698500395,90.5288082083662194,98.4214680347277032,100.0000000000000000,100.0000000000000000
2017-11-08T07:09:51Z,2018-01-19T11:57:45Z,v2.0.0 - v2.1.0,1,2,3,5,7,9,14,17,20,27,38,44,82,82,19.5217179111761835,27.5256222547584187,34.7974621766715471,47.8282088823816496,61.5422157149829185,67.3011224987798926,70.3757930697901415,72.2791605661298194,73.6944851146900927,77.2571986334797462,82.7232796486090776,89.8975109809663250,100.0000000000000000,100.0000000000000000
