ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-01-06T00:00:00Z,2016-05-09T00:00:00Z,Before joining CNCF,854,12395,5831,2158,4406,5777,11986,570,15,337,351,132,543,178,11,93,152,71,157,14.514051522248243,6.827868852459017,2.5269320843091334,5.159250585480094,6.76463700234192,14.035128805620609,"juliusv,fabxc",SoundCloud,1,4697,37.8943122226704316,"fabxc,juliusv",SoundCloud,1,2729,46.8015777739667295,"juliusv,brian-brazil","SoundCloud,Robust Perception",2,467,21.6404077849860982,"juliusv,fabxc",SoundCloud,1,1564,35.4970494779845665,"juliusv,brian-brazil","SoundCloud,Robust Perception",2,2510,43.4481564826034274,"juliusv,brian-brazil","SoundCloud,Robust Perception",2,3665,30.5773402302686468
2,2016-05-09T00:00:00Z,2018-04-13T00:00:00Z,Since joining CNCF,704,20487,6226,6668,7593,9310,28914,2358,22,1672,1022,378,2634,380,13,220,307,146,365,29.100852272727273,8.84375,9.471590909090908,10.785511363636363,13.224431818181818,41.07102272727273,"brian-brazil,fabxc","Robust Perception,Red Hat",2,6195,30.2386879484551179,"brian-brazil,fabxc","Robust Perception,Red Hat",2,2444,39.2547381946675233,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,1597,23.9502099580083983,"brian-brazil,fabxc","Robust Perception,Red Hat",2,2192,28.8686948505202160,"brian-brazil,grobie","Robust Perception,SoundCloud",2,3524,37.8517722878625134,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,7948,27.4884139171335685
1001,2014-01-06T00:00:00Z,2015-01-26T14:54:01Z,start - v0.10.0,385,1002,630,122,250,412,495,19,9,13,14,8,19,10,5,7,8,5,10,2.602597402597403,1.6363636363636365,0.3168831168831169,0.6493506493506493,1.07012987012987,1.2857142857142858,"juliusv,u-c-l",SoundCloud,1,544,54.2914171656686627,"juliusv,u-c-l",SoundCloud,1,379,60.1587301587301587,"juliusv,grobie","SoundCloud,groom gbr",2,75,61.4754098360655738,"juliusv,beorn7",SoundCloud,1,134,53.6000000000000000,"juliusv,brian-brazil","SoundCloud,Boxever",2,333,80.8252427184466019,"juliusv,brian-brazil","SoundCloud,Boxever",2,285,57.5757575757575758
1002,2015-01-26T14:54:01Z,2016-06-15T15:52:52Z,v0.10.0 - v0.20.0,506,12202,5464,2281,4457,5650,12765,659,12,394,397,142,630,202,10,102,176,75,179,24.114624505928855,10.798418972332016,4.507905138339921,8.808300395256918,11.16600790513834,25.227272727272727,"fabxc,juliusv",SoundCloud,1,4292,35.1745615472873299,"fabxc,juliusv",SoundCloud,1,2465,45.1134699853587116,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,481,21.0872424375274003,"juliusv,fabxc",SoundCloud,1,1482,33.2510657392865156,"juliusv,brian-brazil","SoundCloud,Robust Perception",2,2416,42.7610619469026549,"juliusv,brian-brazil","SoundCloud,Robust Perception",2,3745,29.3380336858597728
1003,2016-06-15T15:52:52Z,2016-07-18T14:19:29Z,v0.20.0 - v1.0.0,32,634,204,181,249,266,871,102,8,59,57,30,119,38,7,18,30,17,39,19.8125,6.375,5.65625,7.78125,8.3125,27.21875,"fabxc,brian-brazil","Red Hat,Robust Perception",2,349,55.0473186119873817,"fabxc,brian-brazil","Red Hat,Robust Perception",2,135,66.1764705882352941,"brian-brazil,fabxc","Robust Perception,Red Hat",2,74,40.8839779005524862,"fabxc,brian-brazil","Red Hat,Robust Perception",2,140,56.2248995983935743,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,125,46.9924812030075188,"brian-brazil,fabxc","Robust Perception,Red Hat",2,364,41.7910447761194030
1004,2016-07-18T14:19:29Z,2016-09-03T19:01:04Z,v1.0.0 - v1.1.0,47,1283,494,343,446,746,1733,172,8,117,84,44,215,60,6,36,45,24,68,27.29787234042553,10.51063829787234,7.297872340425532,9.48936170212766,15.872340425531915,36.87234042553192,"fabxc,grobie","Red Hat,SoundCloud",2,396,30.8651597817614965,"fabxc,grobie","Red Hat,SoundCloud",2,205,41.4979757085020243,"beorn7,grobie",SoundCloud,1,80,23.3236151603498542,"fabxc,beorn7","Red Hat,SoundCloud",2,132,29.5964125560538117,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,327,43.8337801608579088,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,538,31.0444316214656665
1005,2016-09-03T19:01:04Z,2016-10-07T12:50:26Z,v1.1.0 - v1.2.0,33,936,329,239,368,536,1353,139,7,87,73,34,165,50,6,26,37,21,51,28.363636363636363,9.969696969696969,7.242424242424242,11.151515151515152,16.242424242424242,41,"juliusv,fabxc","Prometheus Consulting,Red Hat",2,258,27.5641025641025641,"juliusv,grobie","Prometheus Consulting,SoundCloud",2,129,39.2097264437689970,"beorn7,brian-brazil","SoundCloud,Robust Perception",2,58,24.2677824267782427,"juliusv,brian-brazil","Prometheus Consulting,Robust Perception",2,106,28.8043478260869565,"brian-brazil,juliusv","Robust Perception,Prometheus Consulting",2,224,41.7910447761194030,"brian-brazil,juliusv","Robust Perception,Prometheus Consulting",2,407,30.0813008130081301
1006,2016-10-07T12:50:26Z,2016-11-01T16:24:33Z,v1.2.0 - v1.3.0,25,600,209,143,248,246,747,102,8,63,55,27,143,41,6,24,29,16,56,24,8.36,5.72,9.92,9.84,29.88,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,245,40.8333333333333333,"brian-brazil,grobie","Robust Perception,SoundCloud",2,104,49.7607655502392344,"brian-brazil,grobie","Robust Perception,SoundCloud",2,54,37.7622377622377622,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,93,37.5000000000000000,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,126,51.2195121951219512,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,259,34.6720214190093708
1007,2016-11-01T16:24:33Z,2016-11-25T12:35:04Z,v1.3.0 - v1.4.0,23,584,184,194,206,239,842,108,7,77,46,20,121,33,5,23,22,12,35,25.391304347826086,8,8.434782608695652,8.956521739130435,10.391304347826088,36.608695652173914,"fabxc,beorn7","Red Hat,SoundCloud",2,226,38.6986301369863014,"fabxc,beorn7","Red Hat,SoundCloud",2,104,56.5217391304347826,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,44,22.6804123711340206,"fabxc,beorn7","Red Hat,SoundCloud",2,96,46.6019417475728155,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,140,58.5774058577405858,"brian-brazil,beorn7","Robust Perception,SoundCloud",2,268,31.8289786223277910
1008,2016-11-25T12:35:04Z,2017-01-23T13:09:57Z,v1.4.0 - v1.5.0,59,1108,309,412,387,500,1858,224,10,165,89,43,275,53,7,35,37,22,64,18.779661016949152,5.237288135593221,6.983050847457627,6.559322033898305,8.474576271186441,31.491525423728813,"brian-brazil,discordianfish","Robust Perception,imgix",2,322,29.0613718411552347,"brian-brazil,fabxc","Robust Perception,Red Hat",2,152,49.1909385113268608,"discordianfish,brian-brazil","imgix,Robust Perception",2,76,18.4466019417475728,"brian-brazil,discordianfish","Robust Perception,imgix",2,119,30.7493540051679587,"brian-brazil,discordianfish","Robust Perception,imgix",2,216,43.2000000000000000,"brian-brazil,discordianfish","Robust Perception,imgix",2,555,29.8708288482238967
