Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
Before joining CNCF,11/8/2016,1/29/2018,Quantum,"Quantum,HPE","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF","Quantum,HPE,CNCF"
Since joining CNCF,1/29/2018,4/17/2018,Quantum,"Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF"
2016,11/8/2016,1/1/2017,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
2017,1/1/2017,1/1/2018,Quantum,"Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE"
2018,1/1/2018,4/17/2018,Quantum,"Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF","Quantum,CNCF"
11/2016,11/1/2016,12/1/2016,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
12/2016,12/1/2016,1/1/2017,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
01/2017,1/1/2017,2/1/2017,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
02/2017,2/1/2017,3/1/2017,Quantum,"Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE"
03/2017,3/1/2017,4/1/2017,Quantum,"Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE","Quantum,HPE"
04/2017,4/1/2017,5/1/2017,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
05/2017,5/1/2017,6/1/2017,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum,Quantum
