ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-01-01T00:00:00Z,2016-03-10T00:00:00Z,Before joining CNCF,799,120533,40714,26603,53216,86979,195058,3957,565,2759,2050,887,4121,718,134,396,622,242,649,150.85481852315394,50.95619524405507,33.29536921151439,66.60325406758449,108.85982478097623,244.12765957446808,"brendandburns,lavalamp,thockin,bgrant0607,alainjobart,juliusv,fabxc,ctiller,repeatedly,smarterclayton,erictune,dchen1107,sougou,zmerlynn,mikedanese,jtattermusch,jonboulle,murgatroid99,ejona86,wojtek-t,nicolasnoble,satnam6502,vmarmol,beorn7,enisoc","Google,YouTube,SoundCloud,Treasure Data,Red Hat",5,46735,38.7736138650825915,"alainjobart,brendandburns,fabxc,juliusv,lavalamp,sougou,repeatedly,thockin,bgrant0607,smarterclayton,enisoc,erictune,derekcollison,beorn7,jbeda,jonboulle,vmarmol,zmerlynn,satnam6502,ctiller,dchen1107,edsiper,bryk,grobie,derekwaynecarr","YouTube,Google,SoundCloud,Treasure Data,Red Hat,Apcera,groom gbr",7,19541,47.9957754089502382,"bgrant0607,thockin,ctiller,lavalamp,brendandburns,jtattermusch,dchen1107,erictune,ejona86,roberthbailey,murgatroid99,smarterclayton,repeatedly,gmarek,quinton-hoole,justinsb,ihmccreery,satnam6502,bprashanth,zmerlynn,jonboulle,davidopp,wojtek-t,mikedanese,juliusv","Google,Red Hat,Treasure Data,FathomDB,SoundCloud",5,9605,36.1049505694846446,"brendandburns,lavalamp,thockin,ctiller,bgrant0607,juliusv,mikedanese,smarterclayton,wojtek-t,zmerlynn,erictune,dchen1107,fabxc,nicolasnoble,murgatroid99,jtattermusch,jonboulle,gmarek,alainjobart,repeatedly,ejona86,vmarmol,caesarxuchao,vishh,piosz","Google,SoundCloud,Red Hat,YouTube,Treasure Data",5,20168,37.8983764281419122,"lavalamp,bgrant0607,thockin,smarterclayton,brendandburns,davidopp,juliusv,ejona86,erictune,wojtek-t,pmorie,vishh,jonboulle,caesarxuchao,liggitt,nikhiljindal,quinton-hoole,derekwaynecarr,bprashanth,roberthbailey,deads2k,bryk,gmarek,krnowak,ixdy","Google,Red Hat,SoundCloud,Kinvolk",4,42618,48.9980340082088780,"bgrant0607,thockin,lavalamp,smarterclayton,wojtek-t,brendandburns,erictune,dchen1107,davidopp,derekwaynecarr,zmerlynn,roberthbailey,yujuhong,pmorie,bprashanth,vishh,mikedanese,juliusv,quinton-hoole,gmarek,jonboulle,nikhiljindal,ixdy,satnam6502,caesarxuchao","Google,Red Hat,SoundCloud",3,88506,45.3741963928677624
2,2016-03-10T00:00:00Z,2018-04-13T00:00:00Z,Since joining CNCF,764,352206,87643,97728,166835,269089,657927,18904,645,14591,8497,3863,22819,1859,127,1137,1801,861,1756,461.0026178010471,114.71596858638743,127.91623036649214,218.37041884816753,352.2107329842932,861.1609947643979,"mattklein123,miekg,chenopis,justinsb,brian-brazil,jtattermusch,aledbf,krzyzacy,lukaszgryglicki,repeatedly,taotaotheripper,kozlovic,Steve53,fejta,fabxc,yurishkuro,spxtr,technosophos,chrislovecnm,mwielgus,ctiller,ejona86,edsiper,tsandall,wojtek-t","Lyft,Google,FathomDB,Robust Perception,Soficom,CNCF,Treasure Data,Apcera,Red Hat,Uber,Microsoft,CNM Consulting,Styra",13,74042,21.0223562347035542,"mattklein123,lukaszgryglicki,chenopis,miekg,repeatedly,brian-brazil,edsiper,kozlovic,fabxc,junr03,yurishkuro,tagomoris,aledbf,jtattermusch,grobie,Steve53,olix0r,justinsb,dlx,adleong,krzyzacy,mcqueary,tsandall,crosbymichael,mwielgus","Lyft,CNCF,Google,Treasure Data,Robust Perception,Apcera,Red Hat,Uber,Soficom,SoundCloud,Buoyant,FathomDB,Styra,Docker",14,31427,35.8579692616637952,"brian-brazil,justinsb,jtattermusch,chrislovecnm,fejta,miekg,luxas,aledbf,thockin,technosophos,taotaotheripper,kargakis,mattklein123,mikedanese,liggitt,floreks,dgquintas,yujuhong,maciaszczykm,bgrant0607,pwittrock,ejona86,smarterclayton,yurishkuro,pmorie","Robust Perception,FathomDB,Google,CNM Consulting,Independent,Soficom,Microsoft,Red Hat,Lyft,Fujitsu,Uber",11,17791,18.2046087098886706,"justinsb,chenopis,mattklein123,krzyzacy,aledbf,jtattermusch,miekg,Steve53,taotaotheripper,brian-brazil,spxtr,ctiller,mwielgus,wojtek-t,fejta,ixdy,kozlovic,ejona86,technosophos,crosbymichael,htuch,r2d4,mikedanese,fabxc,tsandall","FathomDB,Google,Lyft,Soficom,Robust Perception,Apcera,Microsoft,Docker,Red Hat,Styra",10,33564,20.1180807384541613,"liggitt,sttts,mattklein123,deads2k,taotaotheripper,luxas,wojtek-t,htuch,thockin,brian-brazil,lavalamp,smarterclayton,kargakis,caesarxuchao,ixdy,fejta,pmorie,chrislovecnm,krzyzacy,justinsb,yujuhong,msau42,ejona86,spxtr,yurishkuro","Red Hat,Lyft,Independent,Google,Robust Perception,CNM Consulting,FathomDB,Uber",8,71213,26.4644782952852030,"liggitt,smarterclayton,chrislovecnm,thockin,wojtek-t,brian-brazil,luxas,krzyzacy,deads2k,ixdy,kargakis,justinsb,taotaotheripper,BenTheElder,yujuhong,bgrant0607,fejta,mikedanese,dims,sttts,aledbf,lavalamp,caesarxuchao,zhaoxpZTE,spxtr","Red Hat,CNM Consulting,Google,Robust Perception,Independent,FathomDB,Huawei,Soficom",8,136226,20.7053366102926312
1001,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z,2014,365,22288,14328,2368,5592,9016,16992,793,400,381,439,170,596,180,108,78,146,47,145,61.06301369863014,39.25479452054795,6.487671232876712,15.32054794520548,24.7013698630137,46.553424657534244,"brendandburns,lavalamp,alainjobart,thockin,jbeda,smarterclayton,repeatedly,sougou,erictune,bgrant0607,derekwaynecarr,enisoc,dchen1107,satnam6502,henryanand,vladimir-v-diaz,ddysher,kiyoto,sonots,markturansky,uu59,kelseyhightower,mfojtik,derekcollison,juliusv","Google,YouTube,Red Hat,Treasure Data,NYU,DeNA,Apcera,SoundCloud",8,15115,67.8167623833452979,"brendandburns,alainjobart,lavalamp,sougou,thockin,smarterclayton,repeatedly,jbeda,erictune,derekwaynecarr,henryanand,satnam6502,enisoc,bgrant0607,markturansky,ddysher,kiyoto,sonots,mfojtik,kelseyhightower,preillyme,vladimir-v-diaz,uu59,monnand,u-c-l","Google,YouTube,Red Hat,Treasure Data,DeNA,Kismatic,NYU",7,9615,67.1063651591289782,"brendandburns,lavalamp,bgrant0607,thockin,repeatedly,jbeda,erictune,dchen1107,smarterclayton,juliusv,roberthbailey,vladimir-v-diaz,kiyoto,ddysher,derekcollison,derekwaynecarr,goltermann,abonas,tagomoris,trishankkarthik,satnam6502,drupalmodule,proppy,filbranden,loveshell","Google,Treasure Data,Red Hat,SoundCloud,NYU,Apcera",6,1629,68.7922297297297297,"brendandburns,lavalamp,jbeda,thockin,smarterclayton,repeatedly,bgrant0607,dchen1107,erictune,vladimir-v-diaz,alainjobart,enisoc,derekwaynecarr,sougou,uu59,sonots,ddysher,filbranden,satnam6502,eparis,kiyoto,vishh,plobsing,derekcollison,ironcladlou","Google,Red Hat,Treasure Data,NYU,YouTube,DeNA,Apcera",7,4229,75.6258941344778255,"lavalamp,thockin,smarterclayton,brendandburns,bgrant0607,erictune,jbeda,filbranden,Sarsate,repeatedly,derekwaynecarr,proppy,dchen1107,ddysher,ghodss,roberthbailey,satnam6502,vishh,markturansky,vmarmol,monnand,tagomoris,vladimir-v-diaz,sonots,kelseyhightower","Google,Red Hat,Treasure Data,Box,NYU,DeNA",6,7961,88.2985803016858917,"lavalamp,smarterclayton,brendandburns,thockin,bgrant0607,jbeda,erictune,repeatedly,dchen1107,derekwaynecarr,sonots,tagomoris,filbranden,monnand,satnam6502,ddysher,eparis,derekcollison,proppy,kiyoto,vmarmol,kelseyhightower,ghodss,alainjobart,markturansky","Google,Red Hat,Treasure Data,DeNA,Apcera,Box,YouTube",7,13224,77.8248587570621469
1002,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,2015,365,78352,21160,18476,38716,62349,138871,2764,206,2017,1436,673,3020,542,44,312,461,191,521,214.66301369863012,57.97260273972603,50.61917808219178,106.07123287671233,170.81917808219177,380.46849315068494,"juliusv,fabxc,thockin,brendandburns,bgrant0607,ctiller,zmerlynn,alainjobart,dchen1107,jonboulle,wojtek-t,mikedanese,vmarmol,erictune,nicolasnoble,ejona86,murgatroid99,lavalamp,jtattermusch,beorn7,satnam6502,repeatedly,vishh,a-robinson,roberthbailey","SoundCloud,Google,YouTube,Red Hat,Treasure Data,Cockroach Labs",6,30740,39.2332040024504799,"juliusv,fabxc,alainjobart,bgrant0607,vmarmol,repeatedly,beorn7,brendandburns,thockin,zmerlynn,sougou,jonboulle,edsiper,stuartnelson3,nicolasnoble,ctiller,derekcollison,dchen1107,enisoc,murgatroid99,brian-brazil,grobie,a-robinson,ejona86,iamqizhao","SoundCloud,YouTube,Google,Treasure Data,Red Hat,Apcera,Robust Perception,groom gbr,Cockroach Labs",9,10890,51.4650283553875236,"thockin,bgrant0607,ctiller,jtattermusch,ejona86,brendandburns,erictune,lavalamp,dchen1107,roberthbailey,satnam6502,murgatroid99,zmerlynn,jonboulle,quinton-hoole,gmarek,juliusv,smarterclayton,wojtek-t,davidopp,mikedanese,goltermann,yujuhong,beorn7,bprashanth","Google,Red Hat,SoundCloud",3,6731,36.4310456808833081,"brendandburns,ctiller,juliusv,thockin,mikedanese,wojtek-t,zmerlynn,bgrant0607,nicolasnoble,vmarmol,fabxc,erictune,jonboulle,dchen1107,murgatroid99,smarterclayton,lavalamp,alainjobart,caesarxuchao,jtattermusch,vishh,ejona86,iamqizhao,jlowdermilk,satnam6502","Google,SoundCloud,Red Hat,YouTube",4,14854,38.3665667940902986,"bgrant0607,thockin,lavalamp,smarterclayton,juliusv,davidopp,ejona86,brendandburns,pmorie,wojtek-t,vishh,jonboulle,caesarxuchao,erictune,liggitt,nikhiljindal,quinton-hoole,gmarek,bprashanth,nmittler,deads2k,roberthbailey,derekwaynecarr,mikedanese,krnowak","Google,Red Hat,SoundCloud,Kinvolk",4,31052,49.8035253171662737,"bgrant0607,thockin,smarterclayton,lavalamp,wojtek-t,dchen1107,brendandburns,erictune,zmerlynn,davidopp,roberthbailey,juliusv,pmorie,derekwaynecarr,vishh,yujuhong,quinton-hoole,jonboulle,mikedanese,satnam6502,nikhiljindal,gmarek,caesarxuchao,bprashanth,jlowdermilk","Google,Red Hat,SoundCloud",3,64834,46.6864932203267781
1003,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,2016,366,123528,31065,35609,56854,95106,235134,6341,364,4824,2980,1340,7210,992,65,601,855,349,979,337.5081967213115,84.87704918032787,97.29234972677595,155.33879781420765,259.8524590163934,642.4426229508197,"justinsb,jtattermusch,bryk,technosophos,miekg,tagomoris,wojtek-t,mikedanese,fejta,brian-brazil,fabxc,spxtr,ctiller,gmarek,mwielgus,bprashanth,mcqueary,repeatedly,ejona86,riyazdf,nicolasnoble,kozlovic,olix0r,beorn7,dlorenc","FathomDB,Google,Microsoft,Treasure Data,Robust Perception,Red Hat,Apcera,Docker,Buoyant,SoundCloud",10,32589,26.3818729356906936,"tagomoris,miekg,riyazdf,mcqueary,jtattermusch,bryk,edsiper,olix0r,johndmulhausen,fabxc,bensigelman,repeatedly,kozlovic,brian-brazil,adleong,beorn7,justinsb,cyli,technosophos,derekcollison,grobie,devin-donnelly,nicolasnoble,juliusv,eparis","Treasure Data,Google,Docker,Apcera,Buoyant,Red Hat,LightStep,Robust Perception,SoundCloud,FathomDB,Microsoft,groom gbr,Prometheus Consulting",13,13148,42.3241590214067278,"justinsb,fejta,jtattermusch,technosophos,bprashanth,bgrant0607,mikedanese,thockin,lavalamp,piosz,wojtek-t,pwittrock,bryk,miekg,yujuhong,chrislovecnm,brian-brazil,ixdy,ejona86,gmarek,quinton-hoole,mwielgus,dchen1107,hsaliak,ctiller","FathomDB,Google,Microsoft,CNM Consulting,Robust Perception",5,9208,25.8586312449099947,"justinsb,jtattermusch,wojtek-t,bryk,spxtr,ctiller,gmarek,technosophos,mwielgus,mikedanese,ejona86,nicolasnoble,dlorenc,eparis,tagomoris,fejta,brian-brazil,fabxc,piosz,zmerlynn,bprashanth,ixdy,miekg,alainjobart,rmmh","FathomDB,Google,Microsoft,Red Hat,Treasure Data,Robust Perception,YouTube",7,14907,26.2197910437260351,"lavalamp,wojtek-t,thockin,smarterclayton,deads2k,ixdy,bprashanth,liggitt,bgrant0607,caesarxuchao,yujuhong,brian-brazil,kargakis,nikhiljindal,vishh,pmorie,sttts,derekwaynecarr,ejona86,davidopp,taotaotheripper,carl-mastrangelo,quinton-hoole,JanetKuo,saad-ali","Google,Red Hat,Robust Perception",3,32318,33.9810316909553551,"bgrant0607,smarterclayton,thockin,wojtek-t,lavalamp,bprashanth,ixdy,yujuhong,mikedanese,bryk,luxas,davidopp,vishh,taotaotheripper,deads2k,spxtr,brian-brazil,pwittrock,saad-ali,justinsb,gmarek,caesarxuchao,derekwaynecarr,chrislovecnm,dims","Google,Red Hat,Independent,Robust Perception,FathomDB,CNM Consulting,Mirantis",7,69809,29.6890283838151862
1004,2017-01-01T00:00:00Z,2018-01-01T00:00:00Z,2017,365,192817,48478,52591,91748,149222,352851,11741,513,9011,5317,2570,14577,1496,103,894,1410,685,1465,528.2657534246575,132.81643835616438,144.0849315068493,251.36438356164385,408.827397260274,966.7150684931507,"chenopis,mattklein123,aledbf,miekg,krzyzacy,brian-brazil,Steve53,justinsb,taotaotheripper,repeatedly,lukaszgryglicki,chrislovecnm,ctiller,jtattermusch,r2d4,mattymo,kozlovic,junr03,crosbymichael,yurishkuro,spxtr,grobie,fabxc,sougou,fejta","Google,Lyft,Soficom,Robust Perception,FathomDB,Treasure Data,CNCF,CNM Consulting,Mirantis,Apcera,Docker,Uber,SoundCloud,Red Hat,YouTube",15,45233,23.4590311020293854,"chenopis,mattklein123,lukaszgryglicki,miekg,junr03,repeatedly,Steve53,brian-brazil,aledbf,edsiper,grobie,krzyzacy,kozlovic,fabxc,yurishkuro,hh,dlx,hawkw,crosbymichael,sougou,taotaotheripper,justinsb,wongma7,mattymo,unguiculus","Google,Lyft,CNCF,Treasure Data,Robust Perception,Soficom,SoundCloud,Apcera,Red Hat,Uber,Buoyant,Docker,YouTube,FathomDB,Mirantis,Codecentric AG",16,19405,40.0284665208960766,"brian-brazil,luxas,chrislovecnm,aledbf,jtattermusch,kargakis,miekg,dgquintas,mattklein123,justinsb,thockin,taotaotheripper,liggitt,maciaszczykm,pmorie,floreks,fejta,smarterclayton,mumoshu,travisn,r2d4,jaredbhatti,yurishkuro,yujuhong,bacongobbler","Robust Perception,Independent,CNM Consulting,Soficom,Google,Red Hat,Lyft,FathomDB,Fujitsu,Cloud Works,Quantum,Uber,Microsoft",13,10356,19.6915822098838204,"chenopis,krzyzacy,mattklein123,aledbf,Steve53,justinsb,taotaotheripper,miekg,brian-brazil,ctiller,mattymo,spxtr,crosbymichael,r2d4,htuch,mwielgus,jtattermusch,sougou,chrislovecnm,fejta,ixdy,repeatedly,wongma7,shyamjvs,pmorie","Google,Lyft,Soficom,FathomDB,Robust Perception,Mirantis,Docker,YouTube,CNM Consulting,Treasure Data,Red Hat",11,21022,22.9127610411126128,"liggitt,mattklein123,sttts,luxas,htuch,deads2k,taotaotheripper,brian-brazil,krzyzacy,kargakis,msau42,smarterclayton,caesarxuchao,fejta,justinsb,thockin,chrislovecnm,wojtek-t,pmorie,lavalamp,spxtr,travisn,yurishkuro,ixdy,unguiculus","Red Hat,Lyft,Independent,Google,Robust Perception,FathomDB,CNM Consulting,Quantum,Uber,Codecentric AG",10,40611,27.2151559421533018,"liggitt,chrislovecnm,krzyzacy,luxas,kargakis,zhaoxpZTE,smarterclayton,brian-brazil,deads2k,thockin,dims,justinsb,aledbf,sttts,BenTheElder,wojtek-t,ixdy,cblecker,fejta,caesarxuchao,mattklein123,taotaotheripper,yujuhong,shyamjvs,spxtr","Red Hat,CNM Consulting,Google,Independent,Robust Perception,Huawei,FathomDB,Soficom,Kelowna,Lyft",10,76846,21.7785977650623068
1005,2018-01-01T00:00:00Z,2018-04-13T00:00:00Z,2018,102,55754,13326,15287,27141,40375,109137,6186,361,4465,3017,1625,8335,615,84,419,479,310,752,546.6078431372549,130.64705882352942,149.87254901960785,266.0882352941176,395.8333333333333,1069.9705882352941,"lukaszgryglicki,mattklein123,miekg,brian-brazil,dankohn,yurishkuro,taotaotheripper,aledbf,htuch,kozlovic,bacongobbler,tsandall,jtattermusch,dlx,SuperQ,MarkThink,floreks,ejona86,tengqm,AdamDang,repeatedly,mwielgus,vladimir-v-diaz,krzyzacy,BenTheElder","CNCF,Lyft,Google,Robust Perception,Uber,Soficom,Apcera,Microsoft,Styra,IPB,Caicloud,Fujitsu,IBM,DaoCloud,Treasure Data,NYU",16,13545,24.2942210424364171,"lukaszgryglicki,mattklein123,miekg,dlx,dankohn,yurishkuro,kozlovic,brian-brazil,htuch,floreks,SuperQ,maciaszczykm,aledbf,MarkThink,repeatedly,taotaotheripper,edsiper,mwielgus,aricart,tsandall,bacongobbler,chenopis,vladimir-v-diaz,wallyqs,ZeusTheTrueGod","CNCF,Lyft,Google,Uber,Apcera,Robust Perception,Fujitsu,IPB,Soficom,Caicloud,Treasure Data,Styra,Microsoft,NYU",14,6637,49.8048926909800390,"dankohn,brian-brazil,aledbf,taotaotheripper,yurishkuro,bacongobbler,miekg,jtattermusch,mattklein123,krzyzacy,floreks,liggitt,rdcastro,tengqm,DirectXMan12,bgrant0607,chrislovecnm,zacharysarah,lukaszgryglicki,kozlovic,tsandall,brendandburns,kargakis,lixuna,dfawley","CNCF,Robust Perception,Soficom,Uber,Microsoft,Google,Lyft,Fujitsu,Red Hat,IBM,CNM Consulting,Apcera,Styra",13,3014,19.7160986459082881,"mattklein123,taotaotheripper,AdamDang,miekg,htuch,aledbf,yurishkuro,brian-brazil,BenTheElder,tsandall,justinsb,ejona86,krzyzacy,MarkThink,zpencer,kozlovic,jtattermusch,tengqm,mwielgus,vladimir-v-diaz,dankohn,bacongobbler,mehrdada,crosbymichael,mrunalp","Lyft,DaoCloud,Google,Soficom,Uber,Robust Perception,Styra,FathomDB,Caicloud,Apcera,IBM,NYU,CNCF,Microsoft,Docker,Red Hat",16,5521,20.3419181312405586,"mattklein123,sttts,liggitt,htuch,BenTheElder,unguiculus,taotaotheripper,hzxuzhonghu,deads2k,brian-brazil,jmarantz,msau42,yurishkuro,krzyzacy,stevekuznetsov,fejta,cjwagner,bsalamat,mtaufen,alyssawilk,kargakis,ggreenway,ixdy,thockin,chrislovecnm","Lyft,Red Hat,Google,Codecentric AG,Huawei,Robust Perception,Uber,Apple,CNM Consulting",9,11278,27.9331269349845201,"BenTheElder,liggitt,unguiculus,dims,krzyzacy,brian-brazil,chrislovecnm,cblecker,mattklein123,heckj,ixdy,aledbf,hzxuzhonghu,sttts,taotaotheripper,thockin,rhatdan,deads2k,msau42,shyamjvs,feiskyer,yurishkuro,stevekuznetsov,jtattermusch,justinsb","Google,Red Hat,Codecentric AG,Huawei,Robust Perception,CNM Consulting,Kelowna,Lyft,Dell,Soficom,Hyper.sh,Uber,FathomDB",13,22814,20.9040013927448986
2001,2014-01-01T00:00:00Z,2014-02-01T00:00:00Z,01/2014,31,457,358,45,54,19,165,44,18,22,17,10,39,13,8,5,9,4,12,14.741935483870968,11.548387096774194,1.4516129032258065,1.7419354838709677,0.6129032258064516,5.32258064516129,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,mazgi,okahashi117,kzk,suzukaze,ryszard,derekcollison,trishankkarthik,JustinCappos,vito,shrutip,yssk22,guoliang100,tagomoris,jace,MasayukiKiyota,y-ken,sonots,diwakergupta,cyberabis","YouTube,NYU,Treasure Data,Maverick,JBAT,Ubiregi,Google,Apcera,Funky,Livesense,DeNA",11,438,95.8424507658643326,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,okahashi117,mazgi,ryszard,trishankkarthik,kzk,guoliang100,shrutip,derekcollison,tagomoris,MasayukiKiyota,komamitsu,yssk22","YouTube,NYU,Treasure Data,JBAT,Maverick,Google,Apcera,Funky",8,358,100.0000000000000000,"vladimir-v-diaz,vito,JustinCappos,repeatedly,cyberabis,diwakergupta,jace,yssk22,phaothu,mazgi,tagomoris,zanefisher,erbdex,tomohisaota,suzukaze,brucewoo,fwhite-wsm,shinji62,stephenmw,dliebreich,frsyuki,BrunoAndrade","NYU,Treasure Data,Funky,Maverick,Ubiregi",5,45,100.0000000000000000,"repeatedly,kiyoto,suzukaze,kzk,vladimir-v-diaz,sonots,derekcollison,y-ken,usk,RafaelSzefler,ryotarai,mazgi,trishankkarthik,fangli,choplin,ryotarai,rwstauner","Treasure Data,Ubiregi,NYU,DeNA,Apcera,Livesense,Cookpad,Maverick,Instructure",9,54,100.0000000000000000,"repeatedly,derekcollison,sonots,philpennock,JustinCappos,tomohisaota,krobertson,trishankkarthik,vladimir-v-diaz,cee-dub","Treasure Data,Apcera,DeNA,NYU",4,19,100.0000000000000000,"vladimir-v-diaz,repeatedly,trishankkarthik,sonots,tagomoris,kiyoto,suzukaze,y-ken,derekcollison,JustinCappos,frsyuki,imkira,tbrosman,kzk,vito,stephenmw,BrunoAndrade,sougou,jace,krobertson,kenjiskywalker,xia0pin9,loveshell,lxhunter,yssk22","NYU,Treasure Data,DeNA,Ubiregi,Livesense,Apcera,YouTube,Hitomedia,Funky",9,151,91.5151515151515152
2002,2014-02-01T00:00:00Z,2014-03-01T00:00:00Z,02/2014,28,485,384,38,63,34,147,41,23,16,20,8,37,13,10,5,8,5,15,17.321428571428573,13.714285714285714,1.3571428571428572,2.25,1.2142857142857142,5.25,"alainjobart,repeatedly,sougou,kzk,kiyoto,vladimir-v-diaz,sonots,hkmurakami,xerial,suzukaze,derekcollison,trishankkarthik,y-ken,guoliang100,shrutip,tagomoris,okahashi117,nyarly,mazgi,lucapette,ryanseddon,jyuan,ryotarai,MasayukiKiyota,MasayukiKiyota","YouTube,Treasure Data,NYU,DeNA,Ubiregi,Apcera,Livesense,Google,JBAT,Maverick,Cookpad",11,469,96.7010309278350515,"alainjobart,sougou,repeatedly,kzk,kiyoto,vladimir-v-diaz,hkmurakami,sonots,guoliang100,xerial,suzukaze,shrutip,okahashi117,y-ken,derekcollison,tagomoris,mazgi,jyuan,ryanseddon,msolo,lucapette,ryszard,MasayukiKiyota","YouTube,Treasure Data,NYU,DeNA,Google,Ubiregi,JBAT,Livesense,Apcera,Maverick",10,384,100.0000000000000000,"trishankkarthik,vladimir-v-diaz,repeatedly,derekcollison,nyarly,y-ken,romanoff,hotei,josephsu,MelvinK,arascanakin,komamitsu,sapg,xerial,sougou,szhem","NYU,Treasure Data,Apcera,Livesense,YouTube",5,38,100.0000000000000000,"repeatedly,sonots,suzukaze,kzk,kiyoto,sougou,tagomoris,ryotarai,y-ken,xerial,MasayukiKiyota,kiela,lucapette,ryanseddon,cynipe,fatum,giwa,yoshi-taka,MasayukiKiyota,tatsu-yam","Treasure Data,DeNA,Ubiregi,YouTube,Cookpad,Livesense,Acorns,Instyle",8,63,100.0000000000000000,"SantiagoTorres,repeatedly,trishankkarthik,vladimir-v-diaz,y-ken,kesuzuki,ryotarai,suzukaze","Treasure Data,NYU,Livesense,Cookpad,Ubiregi",5,34,100.0000000000000000,"repeatedly,vladimir-v-diaz,derekcollison,xerial,trishankkarthik,tagomoris,SantiagoTorres,komamitsu,kiyoto,vito,muga,sougou,hkmurakami,suzukaze,y-ken,sonots,tbrosman,hotchpotch,kzk,cynipe,ryotarai,JustinCappos,dholth,chobie,nyarly","Treasure Data,NYU,Apcera,YouTube,Ubiregi,Livesense,DeNA,GlaxoSmithKline,Cookpad,FastMail.FM,GREE",11,135,91.8367346938775510
2003,2014-03-01T00:00:00Z,2014-04-01T00:00:00Z,03/2014,31,363,258,56,49,44,171,43,19,20,18,5,44,17,9,8,10,2,16,11.709677419354838,8.32258064516129,1.8064516129032258,1.5806451612903225,1.4193548387096775,5.516129032258065,"sougou,repeatedly,alainjobart,vladimir-v-diaz,sonots,ryszard,juliusv,u-c-l,hkmurakami,semihalev,trishankkarthik,y-ken,kiyoto,shrutip,lipengyuntian,sabottenda,suzukaze,amagnus,advidi-alex,bernerdschaefer,cubicdaiya,tagomoris,kzk,JustinCappos,Tsidkenu","YouTube,Treasure Data,NYU,DeNA,Google,SoundCloud,Netdirekt,Livesense,Mercari,Ubiregi,thoughtbot",11,345,95.0413223140495868,"sougou,alainjobart,repeatedly,sonots,ryszard,u-c-l,vladimir-v-diaz,hkmurakami,y-ken,shrutip,semihalev,kiyoto,juliusv,trishankkarthik,JustinCappos,kzk,tailorcai,tagomoris,suzukaze","YouTube,Treasure Data,DeNA,Google,NYU,Livesense,Netdirekt,SoundCloud,Ubiregi",9,258,100.0000000000000000,"repeatedly,juliusv,vladimir-v-diaz,lipengyuntian,amagnus,advidi-alex,bernerdschaefer,kiyoto,trishankkarthik,Tsidkenu,jish,sgulati89,rahuldahiya,grobie,yyamano,derekcollison,discordianfish,sabottenda,gtrevg,f0","Treasure Data,SoundCloud,NYU,thoughtbot,groom gbr,Apcera,imgix,Mercari",8,56,100.0000000000000000,"repeatedly,vladimir-v-diaz,sonots,cubicdaiya,trishankkarthik,semihalev,sabottenda,suzukaze,tbrosman,yoloseem,miyagawa,jmoses,disq,tagomoris,fatum,y-ken,szhem,SantiagoTorres","Treasure Data,NYU,DeNA,Netdirekt,Mercari,Ubiregi,The BeatPacking Company,Fastly,DataStax,Livesense",10,49,100.0000000000000000,"trishankkarthik,repeatedly,frsyuki,vladimir-v-diaz,kesuzuki","Treasure Data,NYU",2,44,100.0000000000000000,"repeatedly,trishankkarthik,sonots,vladimir-v-diaz,juliusv,frsyuki,lipengyuntian,rahuldahiya,tagomoris,typingduck,szhem,josephsu,matttproud,kiyoto,chobie,asyd,sgulati89,graysky,amagnus,disq,sabottenda,tomohisaota,y-ken,srid,yosisa","Treasure Data,DeNA,NYU,SoundCloud,WATTx,Google,GREE,Mercari,Livesense",9,152,88.8888888888888889
