ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-01-01T00:00:00Z,2016-03-10T00:00:00Z,Before joining CNCF,799,120641,40822,26603,53216,86979,195058,3958,566,2759,2050,887,4121,718,134,396,622,242,649,150.98998748435545,51.09136420525657,33.29536921151439,66.60325406758449,108.85982478097623,244.12765957446808,"brendandburns,lavalamp,thockin,bgrant0607,alainjobart,juliusv,fabxc,ctiller,repeatedly,smarterclayton","Google,YouTube,SoundCloud,Treasure Data,Red Hat",5,26125,21.6551586939763430,"alainjobart,brendandburns,fabxc,juliusv,lavalamp,sougou,repeatedly,thockin,bgrant0607,smarterclayton","YouTube,Google,SoundCloud,Treasure Data,Red Hat",5,12354,30.2630934300132282,"bgrant0607,thockin,ctiller,lavalamp,brendandburns,jtattermusch,dchen1107,erictune,ejona86,roberthbailey",Google,1,5529,20.7833702965830921,"brendandburns,lavalamp,thockin,ctiller,bgrant0607,juliusv,mikedanese,smarterclayton,wojtek-t,zmerlynn","Google,SoundCloud,Red Hat",3,10598,19.9150631389055923,"lavalamp,bgrant0607,thockin,smarterclayton,brendandburns,davidopp,juliusv,ejona86,erictune,wojtek-t","Google,Red Hat,SoundCloud",3,27190,31.2604191816415457,"bgrant0607,thockin,lavalamp,smarterclayton,wojtek-t,brendandburns,erictune,dchen1107,davidopp,derekwaynecarr","Google,Red Hat",2,55064,28.2295522357452655
2,2016-03-10T00:00:00Z,2018-04-13T00:00:00Z,Since joining CNCF,764,352206,87643,97728,166835,269089,657927,18904,645,14591,8497,3863,22819,1859,127,1137,1801,861,1756,461.0026178010471,114.71596858638743,127.91623036649214,218.37041884816753,352.2107329842932,861.1609947643979,"mattklein123,miekg,chenopis,justinsb,brian-brazil,jtattermusch,aledbf,krzyzacy,lukaszgryglicki,repeatedly","Lyft,Google,FathomDB,Robust Perception,Soficom,CNCF,Treasure Data",7,39872,11.3206475755665718,"mattklein123,lukaszgryglicki,chenopis,miekg,repeatedly,brian-brazil,edsiper,kozlovic,fabxc,junr03","Lyft,CNCF,Google,Treasure Data,Robust Perception,Apcera,Red Hat",7,18743,21.3856212133313556,"brian-brazil,justinsb,jtattermusch,chrislovecnm,fejta,miekg,luxas,aledbf,thockin,technosophos","Robust Perception,FathomDB,Google,CNM Consulting,Independent,Soficom,Microsoft",7,9649,9.8733218729535036,"justinsb,chenopis,mattklein123,krzyzacy,aledbf,jtattermusch,miekg,Steve53,taotaotheripper,brian-brazil","FathomDB,Google,Lyft,Soficom,Robust Perception",5,17826,10.6848083435729913,"liggitt,sttts,mattklein123,deads2k,taotaotheripper,luxas,wojtek-t,htuch,thockin,brian-brazil","Red Hat,Lyft,Independent,Google,Robust Perception",5,38333,14.2454726874751476,"liggitt,smarterclayton,chrislovecnm,thockin,wojtek-t,brian-brazil,luxas,krzyzacy,deads2k,ixdy","Red Hat,CNM Consulting,Google,Robust Perception,Independent",5,67726,10.2938471897338155
1001,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z,2014,365,22396,14436,2368,5592,9016,16992,794,401,381,439,170,596,180,108,78,146,47,145,61.35890410958904,39.55068493150685,6.487671232876712,15.32054794520548,24.7013698630137,46.553424657534244,"brendandburns,lavalamp,alainjobart,thockin,jbeda,smarterclayton,repeatedly,sougou,erictune,bgrant0607","Google,YouTube,Red Hat,Treasure Data",4,11205,50.0312555813538132,"brendandburns,alainjobart,lavalamp,sougou,thockin,smarterclayton,repeatedly,jbeda,erictune,derekwaynecarr","Google,YouTube,Red Hat,Treasure Data",4,6925,47.9703518980326960,"brendandburns,lavalamp,bgrant0607,thockin,repeatedly,jbeda,erictune,dchen1107,smarterclayton,juliusv","Google,Treasure Data,Red Hat,SoundCloud",4,1275,53.8429054054054054,"brendandburns,lavalamp,jbeda,thockin,smarterclayton,repeatedly,bgrant0607,dchen1107,erictune,vladimir-v-diaz","Google,Red Hat,Treasure Data,NYU",4,3344,59.7997138769670959,"lavalamp,thockin,smarterclayton,brendandburns,bgrant0607,erictune,jbeda,filbranden,Sarsate,repeatedly","Google,Red Hat,Treasure Data",3,6728,74.6228926353149956,"lavalamp,smarterclayton,brendandburns,thockin,bgrant0607,jbeda,erictune,repeatedly,dchen1107,derekwaynecarr","Google,Red Hat,Treasure Data",3,11134,65.5249529190207156
1002,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,2015,365,78352,21160,18476,38716,62349,138871,2764,206,2017,1436,673,3020,542,44,312,461,191,521,214.66301369863012,57.97260273972603,50.61917808219178,106.07123287671233,170.81917808219177,380.46849315068494,"juliusv,fabxc,thockin,brendandburns,bgrant0607,ctiller,zmerlynn,alainjobart,dchen1107,jonboulle","SoundCloud,Google,YouTube,Red Hat",4,16031,20.4602307535225648,"juliusv,fabxc,alainjobart,bgrant0607,vmarmol,repeatedly,beorn7,brendandburns,thockin,zmerlynn","SoundCloud,YouTube,Google,Treasure Data",4,6176,29.1871455576559546,"thockin,bgrant0607,ctiller,jtattermusch,ejona86,brendandburns,erictune,lavalamp,dchen1107,roberthbailey",Google,1,3767,20.3886122537345746,"brendandburns,ctiller,juliusv,thockin,mikedanese,wojtek-t,zmerlynn,bgrant0607,nicolasnoble,vmarmol","Google,SoundCloud",2,7524,19.4338258084512863,"bgrant0607,thockin,lavalamp,smarterclayton,juliusv,davidopp,ejona86,brendandburns,pmorie,wojtek-t","Google,Red Hat,SoundCloud",3,18849,30.2314391570033200,"bgrant0607,thockin,smarterclayton,lavalamp,wojtek-t,dchen1107,brendandburns,erictune,zmerlynn,davidopp","Google,Red Hat",2,38072,27.4153710997976539
1003,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,2016,366,123528,31065,35609,56854,95106,235134,6341,364,4824,2980,1340,7210,992,65,601,855,349,979,337.5081967213115,84.87704918032787,97.29234972677595,155.33879781420765,259.8524590163934,642.4426229508197,"justinsb,jtattermusch,bryk,technosophos,miekg,tagomoris,wojtek-t,mikedanese,fejta,brian-brazil","FathomDB,Google,Microsoft,Treasure Data,Robust Perception",5,16266,13.1678647755974354,"tagomoris,miekg,riyazdf,mcqueary,jtattermusch,bryk,edsiper,olix0r,johndmulhausen,fabxc","Treasure Data,Google,Docker,Apcera,Buoyant,Red Hat",6,6827,21.9765008852406245,"justinsb,fejta,jtattermusch,technosophos,bprashanth,bgrant0607,mikedanese,thockin,lavalamp,piosz","FathomDB,Google,Microsoft",3,5029,14.1228341149709343,"justinsb,jtattermusch,wojtek-t,bryk,spxtr,ctiller,gmarek,technosophos,mwielgus,mikedanese","FathomDB,Google,Microsoft",3,7972,14.0218806064656840,"lavalamp,wojtek-t,thockin,smarterclayton,deads2k,ixdy,bprashanth,liggitt,bgrant0607,caesarxuchao","Google,Red Hat",2,16600,17.4542089878661704,"bgrant0607,smarterclayton,thockin,wojtek-t,lavalamp,bprashanth,ixdy,yujuhong,mikedanese,bryk","Google,Red Hat",2,37369,15.8926399414801773
1004,2017-01-01T00:00:00Z,2018-01-01T00:00:00Z,2017,365,192817,48478,52591,91748,149222,352851,11741,513,9011,5317,2570,14577,1496,103,894,1410,685,1465,528.2657534246575,132.81643835616438,144.0849315068493,251.36438356164385,408.827397260274,966.7150684931507,"chenopis,mattklein123,aledbf,miekg,krzyzacy,brian-brazil,Steve53,justinsb,taotaotheripper,repeatedly","Google,Lyft,Soficom,Robust Perception,FathomDB,Treasure Data",6,26149,13.5615635550807242,"chenopis,mattklein123,lukaszgryglicki,miekg,junr03,repeatedly,Steve53,brian-brazil,aledbf,edsiper","Google,Lyft,CNCF,Treasure Data,Robust Perception,Soficom",6,12243,25.2547547341061925,"brian-brazil,luxas,chrislovecnm,aledbf,jtattermusch,kargakis,miekg,dgquintas,mattklein123,justinsb","Robust Perception,Independent,CNM Consulting,Soficom,Google,Red Hat,Lyft,FathomDB",8,5527,10.5094027495198798,"chenopis,krzyzacy,mattklein123,aledbf,Steve53,justinsb,taotaotheripper,miekg,brian-brazil,ctiller","Google,Lyft,Soficom,FathomDB,Robust Perception",5,12086,13.1730391943148624,"liggitt,mattklein123,sttts,luxas,htuch,deads2k,taotaotheripper,brian-brazil,krzyzacy,kargakis","Red Hat,Lyft,Independent,Google,Robust Perception",5,23213,15.5560172092586884,"liggitt,chrislovecnm,krzyzacy,luxas,kargakis,zhaoxpZTE,smarterclayton,brian-brazil,deads2k,thockin","Red Hat,CNM Consulting,Google,Independent,Robust Perception",5,38681,10.9624175643543592
1005,2018-01-01T00:00:00Z,2018-04-13T00:00:00Z,2018,102,55754,13326,15287,27141,40375,109137,6186,361,4465,3017,1625,8335,615,84,419,479,310,752,546.6078431372549,130.64705882352942,149.87254901960785,266.0882352941176,395.8333333333333,1069.9705882352941,"lukaszgryglicki,mattklein123,miekg,brian-brazil,dankohn,yurishkuro,taotaotheripper,aledbf,htuch,kozlovic","CNCF,Lyft,Google,Robust Perception,Uber,Soficom,Apcera",7,8191,14.6913225956882017,"lukaszgryglicki,mattklein123,miekg,dlx,dankohn,yurishkuro,kozlovic,brian-brazil,htuch,floreks","CNCF,Lyft,Google,Uber,Apcera,Robust Perception,Fujitsu",7,4346,32.6129371154134774,"dankohn,brian-brazil,aledbf,taotaotheripper,yurishkuro,bacongobbler,miekg,jtattermusch,mattklein123,krzyzacy","CNCF,Robust Perception,Soficom,Uber,Microsoft,Google,Lyft",7,1744,11.4083862105056584,"mattklein123,taotaotheripper,AdamDang,miekg,htuch,aledbf,yurishkuro,brian-brazil,BenTheElder,tsandall","Lyft,DaoCloud,Google,Soficom,Uber,Robust Perception,Styra",7,2957,10.8949559706716775,"mattklein123,sttts,liggitt,htuch,BenTheElder,unguiculus,taotaotheripper,hzxuzhonghu,deads2k,brian-brazil","Lyft,Red Hat,Google,Codecentric AG,Huawei,Robust Perception",6,6811,16.8693498452012384,"BenTheElder,liggitt,unguiculus,dims,krzyzacy,brian-brazil,chrislovecnm,cblecker,mattklein123,heckj","Google,Red Hat,Codecentric AG,Huawei,Robust Perception,CNM Consulting,Kelowna,Lyft,Dell",9,13121,12.0225038254670735
2001,2014-01-01T00:00:00Z,2014-02-01T00:00:00Z,01/2014,31,457,358,45,54,19,165,44,18,22,17,10,39,13,8,5,9,4,12,14.741935483870968,11.548387096774194,1.4516129032258065,1.7419354838709677,0.6129032258064516,5.32258064516129,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,mazgi,okahashi117,kzk,suzukaze","YouTube,NYU,Treasure Data,Maverick,JBAT,Ubiregi",6,392,85.7768052516411379,"alainjobart,sougou,vladimir-v-diaz,repeatedly,kiyoto,hkmurakami,mazgi,okahashi117,ryszard,trishankkarthik","YouTube,NYU,Treasure Data,Maverick,JBAT,Google",6,339,94.6927374301675978,"vladimir-v-diaz,vito,JustinCappos,repeatedly,cyberabis,diwakergupta,jace,yssk22,phaothu,mazgi","NYU,Treasure Data,Funky,Maverick",4,33,73.3333333333333333,"repeatedly,kiyoto,suzukaze,kzk,vladimir-v-diaz,sonots,derekcollison,y-ken,usk,RafaelSzefler","Treasure Data,Ubiregi,NYU,DeNA,Apcera,Livesense",6,47,87.0370370370370370,"repeatedly,derekcollison,sonots,philpennock,JustinCappos,tomohisaota,krobertson,trishankkarthik,vladimir-v-diaz,cee-dub","Treasure Data,Apcera,DeNA,NYU",4,19,100.0000000000000000,"vladimir-v-diaz,repeatedly,trishankkarthik,sonots,tagomoris,kiyoto,suzukaze,y-ken,derekcollison,JustinCappos","NYU,Treasure Data,DeNA,Ubiregi,Livesense,Apcera",6,122,73.9393939393939394
2002,2014-02-01T00:00:00Z,2014-03-01T00:00:00Z,02/2014,28,485,384,38,63,34,147,41,23,16,20,8,37,13,10,5,8,5,15,17.321428571428573,13.714285714285714,1.3571428571428572,2.25,1.2142857142857142,5.25,"alainjobart,repeatedly,sougou,kzk,kiyoto,vladimir-v-diaz,sonots,hkmurakami,xerial,suzukaze","YouTube,Treasure Data,NYU,DeNA,Ubiregi",5,403,83.0927835051546392,"alainjobart,sougou,repeatedly,kzk,kiyoto,vladimir-v-diaz,hkmurakami,sonots,guoliang100,xerial","YouTube,Treasure Data,NYU,DeNA,Google",5,346,90.1041666666666667,"trishankkarthik,vladimir-v-diaz,repeatedly,derekcollison,nyarly,y-ken,romanoff,hotei,josephsu,MelvinK","NYU,Treasure Data,Apcera,Livesense",4,32,84.2105263157894737,"repeatedly,sonots,suzukaze,kzk,kiyoto,sougou,tagomoris,ryotarai,y-ken,xerial","Treasure Data,DeNA,Ubiregi,YouTube,Cookpad,Livesense",6,53,84.1269841269841270,"SantiagoTorres,repeatedly,trishankkarthik,vladimir-v-diaz,y-ken,kesuzuki,ryotarai,suzukaze","Treasure Data,NYU,Livesense,Cookpad,Ubiregi",5,34,100.0000000000000000,"repeatedly,vladimir-v-diaz,derekcollison,xerial,trishankkarthik,tagomoris,SantiagoTorres,komamitsu,kiyoto,vito","Treasure Data,NYU,Apcera",3,97,65.9863945578231293
2003,2014-03-01T00:00:00Z,2014-04-01T00:00:00Z,03/2014,31,388,283,56,49,44,171,44,20,20,18,5,44,17,9,8,10,2,16,12.516129032258064,9.129032258064516,1.8064516129032258,1.5806451612903225,1.4193548387096775,5.516129032258065,"sougou,repeatedly,alainjobart,prometheus-roobot,vladimir-v-diaz,sonots,ryszard,juliusv,u-c-l,hkmurakami","YouTube,Treasure Data,NYU,DeNA,Google,SoundCloud",6,318,81.9587628865979381,"sougou,alainjobart,repeatedly,prometheus-roobot,sonots,ryszard,vladimir-v-diaz,u-c-l,hkmurakami,y-ken","YouTube,Treasure Data,DeNA,Google,NYU,Livesense",6,260,91.8727915194346290,"repeatedly,juliusv,vladimir-v-diaz,lipengyuntian,amagnus,advidi-alex,bernerdschaefer,kiyoto,trishankkarthik,Tsidkenu","Treasure Data,SoundCloud,NYU,thoughtbot",4,46,82.1428571428571429,"repeatedly,vladimir-v-diaz,sonots,cubicdaiya,trishankkarthik,semihalev,sabottenda,suzukaze,tbrosman,yoloseem","Treasure Data,NYU,DeNA,Netdirekt,Mercari,Ubiregi,The BeatPacking Company",7,41,83.6734693877551020,"trishankkarthik,repeatedly,frsyuki,vladimir-v-diaz,kesuzuki","Treasure Data,NYU",2,44,100.0000000000000000,"repeatedly,trishankkarthik,sonots,vladimir-v-diaz,juliusv,frsyuki,lipengyuntian,rahuldahiya,tagomoris,typingduck","Treasure Data,DeNA,NYU,SoundCloud,WATTx",5,119,69.5906432748538012
