ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-06-01T00:00:00Z,2016-03-10T00:00:00Z,Before joining CNCF,648,65405,18413,16319,30673,63527,148203,1959,312,1421,1008,496,2322,439,83,245,372,142,422,100.93364197530865,28.415123456790123,25.183641975308642,47.33487654320987,98.0354938271605,228.70833333333334,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,erictune,dchen1107,zmerlynn,mikedanese,wojtek-t","Google,Red Hat",2,22437,34.3047167647733354,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,erictune,jbeda,vmarmol,zmerlynn,satnam6502","Google,Red Hat",2,7997,43.4312713843480150,"bgrant0607,thockin,lavalamp,brendandburns,dchen1107,erictune,roberthbailey,smarterclayton,gmarek,quinton-hoole","Google,Red Hat",2,4889,29.9589435627183038,"brendandburns,lavalamp,thockin,bgrant0607,mikedanese,smarterclayton,wojtek-t,zmerlynn,erictune,dchen1107","Google,Red Hat",2,10084,32.8758191243112835,"lavalamp,bgrant0607,thockin,smarterclayton,brendandburns,davidopp,erictune,wojtek-t,pmorie,vishh","Google,Red Hat",2,26673,41.9868717238339604,"bgrant0607,thockin,lavalamp,smarterclayton,wojtek-t,brendandburns,erictune,dchen1107,davidopp,derekwaynecarr","Google,Red Hat",2,55043,37.1402738136205070
2,2016-03-10T00:00:00Z,2018-04-12T00:00:00Z,Since joining CNCF,763,198204,33302,60832,104070,190213,502718,11701,318,9031,5359,2498,14928,1453,71,886,1382,646,1428,259.76933158584535,43.64613368283093,79.72739187418087,136.39580602883356,249.29619921363042,658.870249017038,"chenopis,justinsb,aledbf,krzyzacy,Steve53,fejta,spxtr,technosophos,chrislovecnm,taotaotheripper","Google,FathomDB,Soficom,Microsoft,CNM Consulting",5,30057,15.1646788157655749,"chenopis,aledbf,Steve53,justinsb,krzyzacy,mwielgus,technosophos,maciaszczykm,spxtr,bryk","Google,Soficom,FathomDB,Microsoft,Fujitsu",5,8929,26.8122034712629872,"justinsb,chrislovecnm,fejta,luxas,aledbf,thockin,technosophos,kargakis,mikedanese,liggitt","FathomDB,CNM Consulting,Google,Independent,Soficom,Microsoft,Red Hat",7,8081,13.2841267753813782,"justinsb,chenopis,krzyzacy,aledbf,Steve53,spxtr,mwielgus,taotaotheripper,wojtek-t,fejta","FathomDB,Google,Soficom",3,15838,15.2186028634572884,"liggitt,sttts,deads2k,luxas,wojtek-t,thockin,taotaotheripper,lavalamp,smarterclayton,kargakis","Red Hat,Mesosphere,Independent,Google",4,35734,18.7863079810528197,"liggitt,smarterclayton,chrislovecnm,thockin,wojtek-t,luxas,deads2k,krzyzacy,ixdy,kargakis","Red Hat,CNM Consulting,Google,Independent",4,66714,13.2706606884973285
1001,2014-06-01T00:00:00Z,2015-07-11T04:02:31Z,start - v1.0.0,405,34955,13670,7092,14193,25902,62183,915,279,602,525,241,991,232,79,122,198,70,216,86.30864197530865,33.75308641975309,17.511111111111113,35.044444444444444,63.955555555555556,153.53827160493827,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,vmarmol,erictune,satnam6502,dchen1107,jbeda","Google,Red Hat",2,16678,47.7127735660134459,"brendandburns,lavalamp,thockin,smarterclayton,bgrant0607,jbeda,vmarmol,erictune,satnam6502,derekwaynecarr","Google,Red Hat",2,7100,51.9385515727871251,"bgrant0607,thockin,brendandburns,lavalamp,erictune,dchen1107,satnam6502,roberthbailey,smarterclayton,zmerlynn","Google,Red Hat",2,3174,44.7546531302876481,"brendandburns,lavalamp,thockin,bgrant0607,smarterclayton,vmarmol,dchen1107,zmerlynn,satnam6502,erictune","Google,Red Hat",2,6708,47.2627351511308391,"lavalamp,thockin,bgrant0607,smarterclayton,brendandburns,erictune,vmarmol,roberthbailey,quinton-hoole,davidopp","Google,Red Hat",2,14738,56.8990811520345919,"bgrant0607,smarterclayton,thockin,lavalamp,brendandburns,erictune,dchen1107,satnam6502,zmerlynn,derekwaynecarr","Google,Red Hat",2,30741,49.4363411221716546
1002,2015-07-11T04:02:31Z,2015-09-25T23:41:40Z,v1.0.0 - v1.1.0,76,9778,1753,2492,5533,11689,24727,572,42,431,310,209,743,158,7,101,124,61,177,128.6578947368421,23.06578947368421,32.78947368421053,72.80263157894737,153.80263157894737,325.35526315789474,"mikedanese,thockin,brendandburns,bgrant0607,vishh,erictune,wojtek-t,zmerlynn,gmarek,piosz",Google,1,3673,37.5639190018408673,"mikedanese,thockin,bgrant0607,vishh,brendandburns,erictune,wojtek-t,zmerlynn,alex-mohr,jszczepkowski",Google,1,1018,58.0718767826583001,"goltermann,bgrant0607,thockin,erictune,gmarek,brendandburns,mikedanese,roberthbailey,lavalamp,mwielgus",Google,1,730,29.2937399678972713,"mikedanese,brendandburns,thockin,vishh,wojtek-t,bgrant0607,erictune,zmerlynn,piosz,caesarxuchao",Google,1,2105,38.0444605096692572,"bgrant0607,thockin,lavalamp,davidopp,smarterclayton,brendandburns,vishh,mikedanese,pmorie,nikhiljindal","Google,Red Hat",2,5116,43.7676447942510052,"bgrant0607,thockin,smarterclayton,lavalamp,mikedanese,brendandburns,wojtek-t,vishh,erictune,derekwaynecarr","Google,Red Hat",2,8581,34.7029562826060582
1003,2015-09-25T23:41:40Z,2016-03-16T22:01:03Z,v1.1.0 - v1.2.0,172,21650,3155,7123,11372,26768,64029,1105,76,832,546,316,1417,259,10,155,198,82,278,125.87209302325581,18.343023255813954,41.41279069767442,66.11627906976744,155.62790697674419,372.26162790697674,"bryk,gmarek,mwielgus,wojtek-t,ihmccreery,mikedanese,bgrant0607,piosz,thockin,brendandburns",Google,1,6483,29.9445727482678984,"bryk,johndmulhausen,mwielgus,gmarek,piosz,eparis,bgrant0607,brendandburns,a-robinson,dchen1107","Google,Red Hat,Cockroach Labs",3,1625,51.5055467511885895,"bgrant0607,ihmccreery,thockin,gmarek,justinsb,wojtek-t,bprashanth,mikedanese,lavalamp,dchen1107","Google,FathomDB",2,1926,27.0391688895128457,"bryk,gmarek,wojtek-t,mwielgus,mikedanese,piosz,caesarxuchao,eparis,brendandburns,ihmccreery","Google,Red Hat",2,3517,30.9268378473443546,"bgrant0607,lavalamp,wojtek-t,thockin,bryk,davidopp,caesarxuchao,liggitt,smarterclayton,vishh","Google,Red Hat",2,8876,33.1589958158995816,"bgrant0607,wojtek-t,lavalamp,thockin,davidopp,smarterclayton,ixdy,bprashanth,ihmccreery,yujuhong","Google,Red Hat",2,19971,31.1905542800918334
1004,2016-03-16T22:01:03Z,2016-07-01T19:19:06Z,v1.2.0 - v1.3.0,106,17022,2674,6192,8156,19442,45555,1191,81,918,601,345,1482,278,18,181,209,97,305,160.58490566037736,25.22641509433962,58.41509433962264,76.94339622641509,183.41509433962264,429.7641509433962,"johndmulhausen,bryk,technosophos,eparis,lavalamp,dlorenc,bprashanth,justinsb,mikedanese,mwielgus","Google,Microsoft,Red Hat,FathomDB",4,4717,27.7111972741158501,"johndmulhausen,bryk,eparis,technosophos,lavalamp,mwielgus,roberthbailey,dlorenc,mikedanese,bprashanth","Google,Red Hat,Microsoft",3,1429,53.4405385190725505,"technosophos,lavalamp,bgrant0607,bprashanth,fejta,thockin,justinsb,bryk,mikedanese,wojtek-t","Microsoft,Google,FathomDB",3,1451,23.4334625322997416,"eparis,bryk,technosophos,mwielgus,dlorenc,wojtek-t,justinsb,johndmulhausen,mikedanese,lavalamp","Red Hat,Google,Microsoft,FathomDB",4,2162,26.5080922020598333,"lavalamp,smarterclayton,wojtek-t,thockin,johndmulhausen,bprashanth,pmorie,vishh,derekwaynecarr,nikhiljindal","Google,Red Hat",2,5656,29.0916572369097829,"bgrant0607,lavalamp,smarterclayton,wojtek-t,bprashanth,thockin,bryk,yujuhong,ixdy,vishh","Google,Red Hat",2,11219,24.6273735045549336
1005,2016-07-01T19:19:06Z,2016-09-26T18:09:47Z,v1.3.0 - v1.4.0,86,15697,2279,5219,8199,17687,41784,1321,104,1025,625,365,1676,287,16,185,203,95,347,182.52325581395348,26.5,60.68604651162791,95.33720930232558,205.6627906976744,485.86046511627904,"justinsb,pwittrock,dlorenc,bryk,wojtek-t,technosophos,mikedanese,bprashanth,rmmh,fejta","FathomDB,Google,Microsoft",3,3797,24.1893355418232783,"justinsb,pwittrock,bryk,dlorenc,devin-donnelly,mikedanese,rmmh,technosophos,david-mcmahon,adamreese","FathomDB,Google,Microsoft",3,1027,45.0636243966652040,"justinsb,bprashanth,pwittrock,thockin,dlorenc,technosophos,fejta,quinton-hoole,piosz,davidopp","FathomDB,Google,Microsoft",3,1173,22.4755700325732899,"justinsb,wojtek-t,dlorenc,pwittrock,mikedanese,bryk,rmmh,gmarek,foxish,fejta","FathomDB,Google",2,1873,22.8442492986949628,"wojtek-t,thockin,lavalamp,smarterclayton,deads2k,sttts,yujuhong,bprashanth,taotaotheripper,mwielgus","Google,Red Hat,Mesosphere",3,4983,28.1732345790693730,"thockin,smarterclayton,lavalamp,wojtek-t,bprashanth,vishh,pwittrock,taotaotheripper,yujuhong,deads2k","Google,Red Hat",2,8957,21.4364349990426958
1006,2016-09-26T18:09:47Z,2016-12-12T23:29:43Z,v1.4.0 - v1.5.0,77,19077,3240,6128,9709,15030,48154,1565,130,1177,790,454,2075,376,22,241,275,117,437,247.75324675324674,42.077922077922075,79.58441558441558,126.0909090909091,195.19480519480518,625.3766233766233,"fejta,justinsb,technosophos,spxtr,wojtek-t,chrislovecnm,devin-donnelly,mikedanese,ixdy,bogdando","Google,FathomDB,Microsoft,CNM Consulting,Mirantis",5,4432,23.2321643864339257,"bogdando,devin-donnelly,technosophos,bryk,mbohlool,spxtr,fejta,justinsb,chrislovecnm,rmmh","Mirantis,Google,Microsoft,FathomDB,CNM Consulting",5,1228,37.9012345679012346,"fejta,justinsb,mikedanese,chrislovecnm,technosophos,ixdy,luxas,bprashanth,saad-ali,kris-nova","Google,FathomDB,CNM Consulting,Microsoft,Independent",5,1531,24.9836814621409922,"justinsb,spxtr,wojtek-t,technosophos,fejta,gmarek,devin-donnelly,zmerlynn,rmmh,ixdy","FathomDB,Google,Microsoft",3,2180,22.4533937583685240,"liggitt,wojtek-t,deads2k,ixdy,devin-donnelly,sttts,smarterclayton,chrislovecnm,kargakis,thockin","Red Hat,Google,Mesosphere,CNM Consulting",4,3508,23.3399866932801065,"dims,smarterclayton,mikedanese,saad-ali,chrislovecnm,wojtek-t,thockin,luxas,ixdy,deads2k","Mirantis,Red Hat,Google,CNM Consulting,Independent",5,9662,20.0647921252647755
1007,2016-12-12T23:29:43Z,2017-03-28T16:23:06Z,v1.5.0 - v1.6.0,105,30081,5623,8810,15648,25662,66826,2326,168,1721,1198,656,3092,556,36,336,453,210,611,286.48571428571427,53.55238095238095,83.9047619047619,149.02857142857144,244.4,636.4380952380952,"justinsb,chenopis,spxtr,aledbf,krzyzacy,chrislovecnm,technosophos,r2d4,fejta,mattymo","FathomDB,Google,Soficom,CNM Consulting,Microsoft,Mirantis",6,6336,21.0631295502144211,"chenopis,justinsb,aledbf,krzyzacy,devin-donnelly,spxtr,technosophos,chrislovecnm,calebamiles,r2d4","Google,FathomDB,Soficom,Microsoft,CNM Consulting,Red Hat",6,1903,33.8431442290592211,"justinsb,chrislovecnm,jaredbhatti,technosophos,fejta,pmorie,liggitt,kargakis,aledbf,foxish","FathomDB,CNM Consulting,Google,Microsoft,Red Hat,Soficom",6,1574,17.8660612939841090,"justinsb,chenopis,spxtr,krzyzacy,aledbf,deads2k,r2d4,wojtek-t,mattymo,chrislovecnm","FathomDB,Google,Soficom,Red Hat,Mirantis,CNM Consulting",6,3380,21.6002044989775051,"liggitt,deads2k,sttts,justinsb,krzyzacy,chrislovecnm,kargakis,luxas,wojtek-t,smarterclayton","Red Hat,Mesosphere,FathomDB,Google,CNM Consulting,Independent",6,5778,22.5157820902501754,"deads2k,liggitt,smarterclayton,justinsb,chrislovecnm,kargakis,thockin,luxas,ixdy,krzyzacy","Red Hat,FathomDB,CNM Consulting,Google,Independent",5,11461,17.1505102804297728
1008,2017-03-28T16:23:06Z,2017-06-29T22:53:16Z,v1.6.0 - v1.7.0,93,28464,5397,8779,14288,27554,70090,2585,157,1915,1302,759,3614,601,33,367,489,247,680,306.06451612903226,58.03225806451613,94.39784946236558,153.63440860215053,296.2795698924731,753.6559139784946,"chenopis,aledbf,Steve53,krzyzacy,justinsb,fejta,chrislovecnm,mwielgus,mumoshu,mbohlool","Google,Soficom,FathomDB,CNM Consulting,Cloud Works",5,6146,21.5921866216975829,"chenopis,Steve53,krzyzacy,aledbf,justinsb,runcom,mbohlool,ideahitme,mumoshu,mwielgus","Google,Soficom,FathomDB,Red Hat,Cloud Works",5,2281,42.2642208634426533,"thockin,kargakis,smarterclayton,luxas,aledbf,fejta,chrislovecnm,maciaszczykm,mumoshu,roberthbailey","Google,Red Hat,Independent,Soficom,CNM Consulting,Fujitsu,Cloud Works",7,1625,18.5100808748148992,"chenopis,Steve53,krzyzacy,aledbf,justinsb,mwielgus,chrislovecnm,pwittrock,fejta,spxtr","Google,Soficom,FathomDB,CNM Consulting",4,3030,21.2066069428891377,"liggitt,taotaotheripper,deads2k,sttts,kargakis,fejta,smarterclayton,wojtek-t,krzyzacy,caesarxuchao","Red Hat,Mesosphere,Google",3,5714,20.7374609857008057,"kargakis,liggitt,smarterclayton,thockin,zhaoxpZTE,chrislovecnm,fejta,luxas,caesarxuchao,deads2k","Red Hat,Google,CNM Consulting,Independent",4,10443,14.8994150378085319
