Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
05/2016,5/1/2016,6/1/2016,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks","Red Hat,Weaveworks"
06/2016,6/1/2016,7/1/2016,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks","Red Hat,Metaswitch,Weaveworks"
07/2016,7/1/2016,8/1/2016,Pivotal,"Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch","Pivotal,Metaswitch"
08/2016,8/1/2016,9/1/2016,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal"
09/2016,9/1/2016,10/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat"
10/2016,10/1/2016,11/1/2016,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal,Pivotal
11/2016,11/1/2016,12/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat"
12/2016,12/1/2016,1/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat","Pivotal,Red Hat"
01/2017,1/1/2017,2/1/2017,Metaswitch,"Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal","Metaswitch,Pivotal"
02/2017,2/1/2017,3/1/2017,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal"
03/2017,3/1/2017,4/1/2017,Metaswitch,"Metaswitch,Red Hat","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal"
04/2017,4/1/2017,5/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks","Red Hat,Pivotal,Metaswitch,Weaveworks"
05/2017,5/1/2017,6/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch","Red Hat,Pivotal,Metaswitch"
06/2017,6/1/2017,7/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks"
07/2017,7/1/2017,8/1/2017,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks"
08/2017,8/1/2017,9/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal"
09/2017,9/1/2017,10/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal"
10/2017,10/1/2017,11/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera"
11/2017,11/1/2017,12/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera"
12/2017,12/1/2017,1/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal"
01/2018,1/1/2018,2/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks"
02/2018,2/1/2018,3/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal","Red Hat,Pivotal"
03/2018,3/1/2018,4/1/2018,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks,Tigera","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal","Red Hat,Weaveworks,Tigera,Pivotal"
04/2018,4/1/2018,5/1/2018,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
